PROJECT_TYPE	BLKLOT	NAMEADDR	alias	BESTDATE	BESTSTAT	Entitlement	UNITS	UNITSNET	PLN_CASENO	PLN_DESC	BP_APPLNO	PROPUSE	BP_DESC	AFF_UNITS	NET_AFF_UNITS	TOTAL_GSF	RET	MIPS	CIE	MED	PDR	VISIT	NET_GSF	NET_CIE	NET_MED	NET_MIPS	NET_PDR	NET_RET	NET_VISIT	FILEDATE	NEIGHBORHOOD	ZONING_GEN	ZONING_SIM	ZONING_DISTRICT	HEIGHT_DISTRICT	APPLICANT	CONTACT	Geography
Resident	5963042	35 LA GRANDE AV		06/07/2013	BP ISSUED	true	1	1	2013.0003		201207205437	1 FAMILY DWELLING	ERECT 3 STORIES, TYPE 5, SINGLE FAMILY DWELLING BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Excelsior	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.724675300000001, -122.4237286)
Resident	6090004	524 VIENNA ST		10/17/2013	CONSTRUCTION	true	1	1	2012.0394		201010072487	1 FAMILY DWELLING	TO ERECT 3 STORIES, SINGLE FAMILY BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Excelsior	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.720140999999998, -122.431)
Resident	2416002H	422 VICENTE ST		04/24/2014	CONSTRUCTION	true	1	1	2007.0037		200609132176	1 FAMILY DWELLING		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/13/2006	Parkside	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.739741000000002, -122.471587)
Resident	6612026	2127 CASTRO ST		03/10/2015	CONSTRUCTION	true	1	1			201306068799	1 FAMILY DWELLING	TO ERECT 3 STORIES, ONE SINGLE FAMILY.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Noe Valley	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.744447000000001, -122.4331)
Resident	1453033	346 22ND AV		09/05/2014	CONSTRUCTION	true	1	1			200505273609	2 FAMILY DWELLING	2 FAMILY RESIDENCES ADDITION & REMODELING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Outer Richmond	Residential	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X			(37.781271699999998, -122.481498)
Resident	3574008	2138 FOLSOM ST		02/18/2011	BP FILED	false	1	1			201102180558	1 FAMILY DWELLING	CONVERT WAREHOUSE TO ART STUDIO WITH ACCESSORY DWELLING UNIT. ADD LIVING UNIT ON RAISED PLATFORM AT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Mission	Industrial	PDR-1-G	PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL	58-X			(37.763074000000003, -122.41544399999999)
Resident	3116006	400 HEARST AV		09/26/2014	PL FILED	false	1	1	2014.1487	Variance request to the front setback requirement to permit the new construction of a single family dwelling on an existing vacant lot.				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/26/2014	Outer Mission	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	Edward Brady	Raj Yadav	(37.730530999999999, -122.446482)
Resident	2829010	4376 24TH ST		02/04/2015	BP ISSUED	true	1	1	2013.0310	Demo existing building and replace with new construction	201301168071	1 FAMILY DWELLING	ERECT TO 3 STORIES OF ONE SINGLE FAMILY.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/03/2013	Noe Valley	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.750830000000001, -122.439924)
Resident	7135023	216 HEAD ST		11/05/2010	BP FILED	false	1	1	2011.0695		201011054435	1 FAMILY DWELLING	ERECT 3 STORIES, TYPE 5, SINGLE FAMILY DWELLING BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Ocean View	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.711283000000002, -122.46409199999999)
Resident	5654023	209 PRENTISS ST		03/19/2015	BP ISSUED	true	1	1	2011.0793		201112090432	1 FAMILY DWELLING	ERECT 3 STORY SINGLE FAMILY RESIDENTIAL.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bernal Heights	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.740062799999997, -122.4120582)
Resident	5948026A	3 NAPLES ST		12/10/2014	BP ISSUED	true	1	1			201402249163	1 FAMILY DWELLING	ERECT 2-STORY, 1 BASEMENT, TYPE V, 1 DWELLING UNIT BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Excelsior	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.728498000000002, -122.42530600000001)
Resident	3640079	3040 24TH ST		12/17/2013	BP FILED	false	1	1			201312174396	1 FAMILY DWELLING	TO ERECT 3-STORIES, NO BASEMENT, MIXED-USE NEW BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Mission	Neighborhood Commercial	NCT	24TH-MISSION NEIGHBORHOOD COMMERCIAL TRANSIT	45-X			(37.752563000000002, -122.412814)
Resident	5991002	302 UNIVERSITY ST		08/06/2014	BP REINSTATED	true	1	1			201407302510	1 FAMILY DWELLING	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Excelsior	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.726106999999999, -122.413972)
Resident	5577010	193 BREWSTER ST		09/04/2014	BP ISSUED	true	1	1	2010.0858		200609253192	1 FAMILY DWELLING	TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bernal Heights	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.743155999999999, -122.40768799999999)
Resident	6604039	645 DUNCAN ST		01/23/2014	BP ISSUED	true	1	1	2012.0680	Remodel including interior and exterior work; excavation greater than 20 ft to install new foundation and construct new garage	201111179087	1 FAMILY DWELLING	TO ERECT 3 STORIES WITH 1 BASEMENT, SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/11/2013	Noe Valley	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.745625699999998, -122.4343332)
Resident	6489090	2 BYRON CT		06/13/2014	PL FILED	false	1	1	2014.0922	Variance request to the rear yard requirement of P.C. Sec. 134 to permit the new construction of a single family dwelling on a vacant lot.	201312315425	1 FAMILY DWELLING	ERECT A TWO STORY SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/13/2014	Crocker Amazon	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.709453000000003, -122.44332900000001)
Resident	7016023	652 LAKEVIEW AV		06/24/2013	CONSTRUCTION	true	1	1	2004.1041		200311240936	1 FAMILY DWELLING	ERECT A THREE STORY SINGLE FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/07/2004	Ocean View	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.718400000000003, -122.457838)
Mixres	0515031	2251 GREENWICH ST		02/12/2015	BP ISSUED	true	1	1			201312204680	SFPD OR SFFD STATION	ERECT NEW FIRE STATION	0	0	5749	0	0	0	0	5749	0	5749	0	0	0	5749	0	0		Marina	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.798876999999997, -122.43669800000001)
Resident	6255006	62 SCHWERIN ST		08/19/2011	CONSTRUCTION	true	1	1			201006225046	1 FAMILY DWELLING	TO ERECT 2 STORIES, SINGLE FAMILY DWELLING UNIT.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Visitacion Valley	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.712532500000002, -122.41052380000001)
Resident	6604038	647 DUNCAN ST		07/18/2014	BP FILED	false	1	1			201407181635	1 FAMILY DWELLING	ERECT 3 STORIES , ONE SINGLE FAMILY.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Noe Valley	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.745533999999999, -122.434236)
Mixres	3611062	658-666 SHOTWELL ST		10/10/2013	PL APPROVED	true	1	1	2010.0101	Expand residential care facility from 29 to 30 rooms w/in existing building.  Construct new single-family residence.				0	0	2757	0	0	2757	0	0	0	2757	2757	0	0	0	0	0	02/18/2010	Mission	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	Larry Mateo	C. Steven Swason	(37.757828000000003, -122.41600099999999)
Resident	2038A018	1762 12TH AV		07/15/2013	BP FILED	false	1	1			201307151824	1 FAMILY DWELLING	ERECT 3-STORY, TYPE 5, SINGLE FAMILY RESIDENCE.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Inner Sunset	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.755571000000003, -122.468819)
Resident	5577012	175 BREWSTER ST		02/05/2015	BP ISSUED	true	1	1			201305157021	1 FAMILY DWELLING	ERECT 4 STORY, TYPE 5, SINGLE FAMILY DWELLING BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bernal Heights	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	Chad Hami	Chris Fol	(37.743527999999998, -122.40725)
Resident	2936A001D	69 GARCIA AV		08/20/2012	BP FILED	true	1	1	2005.1042	To construct a new single-family dwelling on a vacant lot.  Due to slope of the lot, the new dwelling will be 4-stories over a garage in the front and 2-stories in the rear in an RH-1(D) district.	201208207720	1 FAMILY DWELLING	TO ERECT 4 STORIES, SINGLE FAMILY DWELLING BUILIDNG.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/01/2006	West of Twin Peaks	Residential	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	40-X			(37.744012599999998, -122.4595218)
Resident	5896022	701 SILVER AV		12/19/2014	BP ISSUED	true	1	1			201312043311	1 FAMILY DWELLING	ERECT 3 STORY SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Excelsior	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.728731000000003, -122.421582)
Resident	6349021	717 PARIS ST		01/29/2015	CONSTRUCTION	true	1	1	2011.0289	Demolish existing garden shack and construct new single-family residence.	201009070276	1 FAMILY DWELLING	TO ERECT 3 STORIES, SINGLE FAMILY RESIDENCE.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/29/2011	Excelsior	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.717438999999999, -122.437802)
Mixres	0025017	721 BEACH ST		03/16/2015	CONSTRUCTION	true	1	1	2006.0441	Demolition of an existing 558-sq. ft. one-story warehouse and construction of a new four-unit residential building over 5,589 sq. ft. of groundfloor retail. The new building would be four stories, approximately 40 feet in height, totaling approximately 1	201011295645	2 FAMILY DWELLING	TO ERECT 3 STORIES, 1 UNIT RESIDENTIAL / COMMERCIAL BUILDING.	0	0	5589	5589	0	0	0	0	0	5589	0	0	0	0	5589	0	11/07/2006	Russian Hill	Commercial	C-2	COMMUNITY BUSINESS	40-X	Marie Zeller	Marie Zeller	(37.806527500000001, -122.4210125)
Resident	3729039	721 CLEMENTINA ST		12/24/2009	BP FILED	true	1	1	2006.1251		200912243860	1 FAMILY DWELLING	REMODEL FIRST TWO FLOORS & ADD 2 ADDITIONAL STORIES OF RESIDENTIAL. CONVERT (E) 2ND FLOOR TO RESIDEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/12/2006	South of Market	Mixed Use	RED-MX	RESIDENTIAL ENCLAVE-MIXED	45-X			(37.774968999999999, -122.41092)
Resident	1068004	74 BLAKE ST		03/03/2015	BP ISSUED	true	1	1			201401317585	1 FAMILY DWELLING	TO ERECT 2 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Presidio Heights	Mixed Use	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	40-X			(37.782378999999999, -122.45105700000001)
Resident	2038A019	1758 12TH AV		08/19/2014	BP ISSUED	true	1	1			201305298094	1 FAMILY DWELLING	ERECT 3-STORY TYPE V SINGLE FAMILY RESIDENCE.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Inner Sunset	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.755355999999999, -122.468599)
Resident	5577011	191 BREWSTER ST		09/04/2014	BP ISSUED	true	1	1	2009.1018	New 2,811 sqft single-family residence on vacant lot.	200609253193	1 FAMILY DWELLING	TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/28/2009	Bernal Heights	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.743184999999997, -122.40763800000001)
Resident	6959030	1927 ALEMANY BL		12/31/2013	CONSTRUCTION	true	1	1			201012106469	1 FAMILY DWELLING	TO ERECT 2 STORIES, SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Outer Mission	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.720948999999997, -122.438681)
Resident	5406016	220 WILLIAMS AV		12/07/2010	BP FILED	false	1	1	2011.0201		201012076279	1 FAMILY DWELLING	ERECT 3 STORIES OF 1 DWELLING UNIT.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bayview	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.730054899999999, -122.3977232)
Resident	6604011	538 28TH ST		12/09/2014	CONSTRUCTION	true	1	1			201209190133	1 FAMILY DWELLING	TO ERECT 3 STORIES WITH 1 BASEMENT, SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Noe Valley	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.745089999999998, -122.434297)
Resident	5336048	1911 QUESADA AV		08/08/2013	PL FILED	false	1	1	2013.1070	Construct two new three-story single-family homes on two vacant lots; 4,460 sf on Lot 48 and 6,020 sf on Lot 49, off-street parking for two vehicles (one on each lot); create access easement on City property.	200701171881	1 FAMILY DWELLING	TO ERECT 1 DWELLING UNIT WITH 3 STORY NEW BUILDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/08/2013	Bayview	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.735792000000004, -122.39607599999999)
Resident	2038A013	1769 11TH AV		10/07/2014	BP ISSUED	true	1	1	2014.0059	New construction of a three-story 4,625 sf single-family home with two parking spaces.	201306068876	1 FAMILY DWELLING	TO ERECT 3 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/08/2014	Inner Sunset	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.754632000000001, -122.4678138)
Resident	5320015	1893 OAKDALE AV		07/22/2013	BP FILED	false	1	1			201307222452	1 FAMILY DWELLING	TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bayview	Industrial	PDR-1-B	PDR LIGHT INDUSTRIAL BUFFER	40-X			(37.737740000000002, -122.39563099999999)
Resident	1050007	1801 SCOTT ST		12/11/2014	BP ISSUED	true	1	1	2013.0774	Replacement of parking lot with a single family dwelling	201311222590	1 FAMILY DWELLING	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/11/2013	Western Addition	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	HARVEY HACKER	HARVEY HACKER	(37.786490999999998, -122.438602)
Resident	5991004	308 UNIVERSITY ST		08/06/2014	BP REINSTATED	true	1	1			201407302512	1 FAMILY DWELLING	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Excelsior	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.726033000000001, -122.41394099999999)
Resident	7147050	177 SAGAMORE ST		03/21/2014	BP FILED	false	1	1			201403211380	1 FAMILY DWELLING	"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Ocean View	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.711131999999999, -122.457944)
Resident	7173011	60 SANTA BARBARA AV		08/28/2014	PL FILED	false	1	1	2014.1477	Construct three-story single-family residence on vacant lot.	201404173481	1 FAMILY DWELLING	ERECT 3-STORY, TYPE 5, NO BASEMENT, SINGLE FAMILY DWELLING UNIT BLDG.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/28/2014	Ocean View	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.708469000000001, -122.464483)
Resident	1183010	601 BRODERICK ST		01/08/2013	PL APPROVED	true	1	1	2012.0871	Change of use, converting from church to single family dwelling with interior remodeling.				0	0	0	0	0	0	0	0	0	-4085	-4085	0	0	0	0	0	07/10/2012	Haight Ashbury	Residential	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	Roman Rettner	Roman Rettner	(37.775837000000003, -122.439975)
Resident	5991003	306 UNIVERSITY ST		08/06/2014	BP REINSTATED	true	1	1			201407302511	1 FAMILY DWELLING	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Excelsior	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.726058000000002, -122.413951)
Resident	6611014	538 VALLEY ST		12/19/2007	BP FILED	false	1	1			200712190876	1 FAMILY DWELLING	ERECT A NEW 3 STORY ONE FAMILY DWELLING UNIT WITH BASEMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Noe Valley	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.744222999999998, -122.43407999999999)
CIE	3722367	151 THIRD ST		03/30/2015	CONSTRUCTION	true	0	0	2009.0291	Expansion of SFMOMA to SE with 40,000-sf gallery wing at Natoma Street, acquisition and replacement of Heald College building on Howard Street with 62,000-sf new construction for back-of-house and admin functions, vacation of portion of Hunt Alley, and a	201211093897	MUSEUM		0	0	298378	0	0	298378	0	0	0	66685	101710	0	-35025	0	0	0	04/09/2009	Financial District	Commercial	C-3-O	DOWNTOWN- OFFICE	500-I	Ikuko Satoda	Joel Roos	(37.785935700000003, -122.40076120000001)
PDR	5262004	2095 JERROLD AVE		03/26/2010	PL APPROVED	true	0	0	2009.1153	A master planned expansion and retention of the SF Wholesall Produce Market.  This project will be implemented in phases				0	0	464553	4000	85472	0	0	375081	0	127779	0	0	47468	78811	1500	0	12/18/2009	Bayview	Industrial	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	65-J	Michael  Janis	Michael  Janis	(37.743995499999997, -122.3986821)
MIPS	1439021	4334 GEARY BL		10/03/2013	BP APPROVED	true	0	0	2010.1011	Demo/Ne Construction.  Parking Variance	201010042197	OFFICE	ERECT 4 STORIES, TYPE 5, MEDICAL/OFFICE BUILDING.	0	0	9515	0	9515	0	0	0	0	4609	0	0	9515	0	-4906	0	11/09/2010	Inner Richmond	Mixed Use	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	40-X	Bill Pashelinsky	Bill Pashelinsky	(37.780969800000001, -122.4660075)
MIPS	0258033	500 PINE ST		10/01/2014	BP ISSUED	true	0	0	2000.539	On a vacant 13,800-sq.-ft. site, construction of a five-story, 61-ft. high office building w/ 11,220 sq. ft. of ground floor retail, 45,610 sq. ft. of office space and one subsurface level of parking w/ 39 spaces, and under the basement parking level wou	200011024683	OFFICE		0	0	54066	8532	45534	0	0	0	0	54066	0	0	45534	0	8532	0	11/29/2000	Chinatown	Commercial	C-3-O	DOWNTOWN- OFFICE	300-S	Pine & Ke	Pine & Ke	(37.791915000000003, -122.40460299999999)
Visitor	0327011	72 ELLIS ST		03/25/2010	PL APPROVED	true	0	0	2009.1105	Extension of entitlements (Case Nos. 200.383CX and 2004.1047CX) for demolition of an existing surface parking lot and construction of an 11-story, 156 room hotel with ground floor retail.				0	0	79054	2500	0	0	0	0	76554	79054	0	0	0	0	2500	76554	12/02/2009	Downtown/Civic Center	Commercial	C-3-R	DOWNTOWN- RETAIL	80-130-F	Walter Le	Chris Fol	(37.785798999999997, -122.407442)
Retail/Ent	3723115	770 FOLSOM ST		06/23/2014	BP FILED	true	0	0	2013.0154	The proposed Moscone Center Expansion Project would increase the size of the convention center facility by about 22.33 percent, from approximately 945,200 gsf to 1,156,300 gsf, and through renovation and repurposing of the existing facility, the Project	201406239136	AMUSEMENT CENTER	RENOVATION OF EXISTING MOSCONE NORTH & SOUTH BLDG, INCREASE THE GROSS SQUARE FOOTAGE OF THE MOSCONE	0	0	3071	3071	0	0	0	0	0	3071	0	0	0	0	3071	0	07/10/2014	Financial District	Commercial	C-3-S	DOWNTOWN SUPPORT	340-I	Adam Van De Water	Adam Van De Water	(37.782737500000003, -122.4003232)
Mixres	5087003	SCHLAGE	Schlage Lock	08/05/2014	PL APPROVED	false	0	1679	2014.1140	Schlage Lock Project Tentative Subdivision Map #7182 for the development of up to 1,679 dwelling units and up to 20 commercial condominium units over 13 lots, together with parks, open spaces, pedestrian pathways and public streets.				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/22/2014	Visitacion Valley	Mixed Use	MUG/P	MIXED USE-GENERAL/PUBLIC	86-X/40-X/45-X/57-X/68-X/76-X/OS			(37.70984, -122.40311)
CIE	6439019	59 WINDING WY		09/02/2014	CONSTRUCTION	true	0	-1			201407282278	DAY CARE HOME LT 7	REVISION TO APPL #2014.0428.4332: CHANGE FROM CURRENT USE RESIDENTIAL HOME TO RESIDENTIAL CARE FACIL	0	0	1638	0	0	1638	0	0	0	1638	1638	0	0	0	0	0		Crocker Amazon	Residential	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	40-X			(37.710479999999997, -122.432433)
Mixed	3794015	101 TOWNSEND ST		10/06/2014	BP FILED	false	0	0	2014-002385PRJ	Office Allocation to change use from vacant industrial (currently used as office and retail with pending LoD) to office with retail at ground floor.	201410068158	OFFICE	1ST FLOOR - CHANGE USE AND T.I. IMPROVEMENT INCLUDE TEH NON-STRUCTURAL PARTITIONS, CEILINGS, LIGHTING AND FINISHES. ALL NEW HVAC TIED TO BASE BUILDING SYSTEM. ELECTRICAL, PLUMBING AND LIFE SAFETY UNDER SEPARATE PERMIT. MAHER N/A.	0	0	1600	0	0	1600	0	0	0	1600	1600	0	0	0	0	0	12/04/2014	South of Market	Mixed Use	MUO	MIXED USE-OFFICE	105-F	ASD		(37.78022, -122.39053)
MIPS	3750079	633 FOLSOM ST		10/08/2014	PL FILED	false	0	0	2014.1063	The proposed project is to construct a four-story addition, containing 93,852 square feet of office uses, to an existing seven-story building containing 174,693 square feet of office uses and 1,100 square feet of ground-floor retail uses. The ground-floo				0	0	267865	3368	264497	0	0	0	0	92072	0	0	89804	0	2268	0	10/08/2014	South of Market	Commercial	C-3-S	DOWNTOWN SUPPORT	200-S	Deborah Boyer	John Kevlin	(37.784471206799999, -122.397181491)
PDR	5431A014	400 PAUL AV		09/11/2014	PL APPROVED	false	0	0	2011.0408	To construct a 2-story, 171,000 sq. ft. data center as well as renovation of the 12,560 sq. ft. existing building at 320 Paul Avenue. The project will require demolition of 350 Paul and 400 Paul Avenue, both are vacant warehouses. The owners had previous	200411239912	PHONE XCHNGE/EQUIP		0	0	183560	0	0	0	0	183560	0	32800	0	0	0	32800	0	0	12/08/2011	Bayview	Industrial	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	65-J	The Camba	The Camba	(37.72475, -122.39876)
Mixed	8722001	GSW EVENT CENTER & MIXED USE DEVELO		12/12/2014	PL FILED	false	0	0	2014.1441	GSW Arena LLC (GSW), an affiliate of Golden State Warriors, LLC, which owns and operates the Golden State Warriors National Basketball Association (NBA) team, proposes to construct a multi-purpose event center and a variety of mixed uses, including offic				0	0	710486	0	0	710486	0	0	0	710486	710486	0	0	0	0	0	05/19/2014	South of Market	Mixed Use	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	MB-RA	BAY JACARANDA NO 2932 LLC		(37.76782, -122.38762)
Mixres	3615026	2525 MISSION ST		08/26/2009	BP ISSUED	false	0	0	2003.0159	"The project is to demolish the existing single-story retail building and construct a new building that would be three-stories tall and would contain retail on the ground floor and offices on the second and third floors.
6/15/05 - Environmental Exemption"	200302218059	OFFICE	ERECT A 3 STORY COMMERCIAL SHOP & OFFICE	0	0	6999	2000	4999	0	0	0	0	6999	0	0	4999	0	2000	0	08/07/2003	Mission	Neighborhood Commercial	NCT	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	65-B	Ernest Sh	Ken Donne	(37.756599999999999, -122.41852)
PDR	4792029	1212 THOMAS AV		07/23/2008	BP FILED	false	0	0			200807237371	WAREHOUSE,NO FRNITUR	ERECT A SINGLE STORY COMMERCIAL BUILDING(OFFICE & WAREHOUSE)WITH APPROX. 30,000 SQUARE FEET AT 24' H	0	0	30000	0	5000	0	0	25000	0	30000	0	0	5000	25000	0	0		Bayview	Industrial	PDR-1-B	PDR LIGHT INDUSTRIAL BUFFER	40-X			(37.726506000000001, -122.38410399999999)
PDR	5253001	1601 GALVEZ AV		12/06/2012	BP ISSUED	true	0	0			201209119461	OFFICE	TO ERECT 2 STORIES, TYPE 3, WAREHOUSE/OFFICE NEW BUILDING.	0	0	7200	0	0	0	0	7200	0	3600	0	0	0	3600	0	0		Bayview	Industrial	PDR-1-B	PDR LIGHT INDUSTRIAL BUFFER	40-X			(37.7406978, -122.3880638)
CIE	2094005	3223 ORTEGA ST		05/20/2011	CONSTRUCTION	true	0	0	2008.0434	Demolish most of the existing library, move the site closer to Ortega Street, and build a new approximately 8,500 sq.ft. single story library in a P zone with an OS land designation.	200810245075	LIBRARY	CONSTRUCTION OF A NEW ONE STORY WOOD FRAME NON-RATED BRANCH LIBRARY.	0	0	8500	0	0	8500	0	0	0	8500	8500	0	0	0	0	0	09/03/2008	Outer Sunset	Public	P	PUBLIC	40-X			(37.751406699999997, -122.49801859999999)
MIPS	0238002	300 CALIFORNIA ST		12/05/2013	PL APPROVED	true	0	0	2012.0605	Vertical addition of 4 floors of office to an existing 8 story office building.  The existing rooftop penthouse will be removed.  Existing basement parking and ground-floor retail uses would remain.  Publicly accessible open space would be provided at a				0	0	177255	11412	165843	0	0	0	0	58582	0	0	58582	0	0	0	09/12/2012	Financial District	Commercial	C-3-O	DOWNTOWN- OFFICE	400-S	Tracy Zill		(37.793349300000003, -122.4004225)
