block lot	planning neighborhood	project status	project date	units	planning project description	dbi project description	zoning_generalized	zoning_simplified	taz	total gsf (commercial)	office	cult, inst, educ	medical	prod, dist, rep	ret, ent	visitor	dbi permit	planning filed	dbi filed	landuse	status group	net added units	net added sf	net cult, inst, educ	net medical	net office	net prod, dist, rep	net ret, ent	net visitor	sitearea	block	lot	zoning	heightlimit	supdist	Location 1
0807010	Market Octavia	PL APPROVED	03/09/2011 08:00:00 AM +0000	90	Construction of a five-story residential care facility with dwelling units on the top floor and retail on the ground floor.	ERECT A FIVE STORIES, 90 UNITS (SENIOR HOUSING)	Neighborhood Commercial	HAYES NCT	268	45632	0	0	38000	0	7632	0	200808078678	07/06/2005 07:00:00 AM +0000	08/07/2008 07:00:00 AM +0000	Mixres	PL Approved	90	42432	0	38000	0	0	4432	0	12020	0807	010	HAYES NCT	55-X	5	"580 Hayes St
(37.776651, -122.425884)"
3596113	Mission	PL Approved	05/26/2011 07:00:00 AM +0000	18	The proposed project is demolition of a 1,800-gsf gas station and construction of a 5-story 50,141-gsf mixed use residential structure with 18 dwelling units, 22 parking spaces, and two ground-floor retail units at the corner of Valencia and 20th Streets 		Neighborhood Commercial	Valencia Street	185	4705	0	0	0	0	4705	0		08/11/2005 07:00:00 AM +0000		Mixres	PL Approved	18	4705	0	0	0	0	4705	0	11105	3596	113	Valencia St NCT	55-X	9	"899 Valencia St
(37.758616, -122.421167)"
3753081	East SoMa	PL Approved	04/02/2009 07:00:00 AM +0000	36	Demolition of 2,973-sf one-story office and surface parking and new construction of 37,200-sf 37-unit five-story structure with residential over ground floor retail and 9-space parking.		Mixed Use	MUR	631	3300	0	0	0	0	3300	0		09/15/2005 07:00:00 AM +0000		Mixres	PL Approved	36	324	0	0	-2976	0	3300	0	9336	3753	081	MUR	85-X	6	"345 06th St
(37.777996, -122.404729)"
0813007	Market Octavia	PL Approved	05/28/2009 07:00:00 AM +0000	230	Fox Plaza currently contains two buildings: a 29-story mixed-use building and a two-story commercial building.  The proposal would demolish the existing two-story, 19,000 structure located on the NE corner of the lot and construct a new building which wou		Commercial	C-3-G	647	17500	0	0	0	0	17500	0		10/19/2005 07:00:00 AM +0000		Mixres	PL Approved	230	-1500	0	0	-9500	0	8000	0	64430	0813	006	C-3-G	120-X/200-S	6	"1390 Market St
(37.776791, -122.417444)"
3980008	Showpl/Potrero	PL Approved	07/15/2010 07:00:00 AM +0000	41	Demolition of three existing commercial buildings and construction of three mixed-use buildings with 41 residential dwelling units, 4,840 GSF of PDR use, and 57 off-street parking spaces.  		Mixed Use	UMU	544	4840	0	0	0	4840	0	0		12/22/2005 08:00:00 AM +0000		Mixres	PL Approved	41	-13369	0	0	-18209	4840	0	0	25224	3980	007	UMU	48-X	10	"1717 17th St
(37.76476, -122.400827)"
3785003	WSoMa	PL Approved	06/17/2009 07:00:00 AM +0000	0	Proposed project would demolish the existing office building and its associated parking and construct a new 75 room hotel and 5,000 cafe/bar. The building would be approximately 65 feet in height , 46,000 sq. ft. and would include 27 below-grade parking s		Mixed Use	SSO	925	46000	0	0	0	0	5000	41000		01/24/2006 08:00:00 AM +0000		Visitor	PL Approved	0	32500	0	0	-13500	0	5000	41000	11926	3785	003	SSO	65-X	6	"690 05th St
(37.775671, -122.397874)"
1228005	Buena Vista	PL APPROVED	10/23/2008 07:00:00 AM +0000	56	Demolish existing one-story retail and mezzanine containing approximately 23,600 sq. ft. and construct a new 62 unit residential structure with 34,400 sq. ft. of groundfloor retail. Two stories of underground parking would also be proposed for 176 total p	ERECT TYPE 1, 4 STORIES, 56 DWELLING UNITS & COMMERCIAL BUILDING.	Neighborhood Commercial	HAIGHT	240	34400	0	0	0	0	34400	0	200602154713	05/02/2006 07:00:00 AM +0000	02/15/2006 08:00:00 AM +0000	Mixres	PL Approved	56	10800	0	0	0	0	10800	0	34671	1228	005	HAIGHT	40-X	5	"690 Stanyan St
(37.769382, -122.453469)"
3747320	Rincon Hill	PL Approved	08/04/2006 07:00:00 AM +0000	432	The proposal is to demolish the existing structure and construct a new structure that would include a 400-foot tower, 450 dwelling units, and 450 off-street parking spaces.	ERECT 41 STORIES 432 DWELLING RESIDENTIAL/PARKING BLDG.	High Density Residential	RH DTR	767	33000	24500	0	0	0	8500	0	200605161774	04/18/2006 07:00:00 AM +0000	05/16/2006 07:00:00 AM +0000	Mixres	PL Approved	432	-2256	0	0	24500	-35256	8500	0	36931	3747	001E	RH DTR	85/400-R	6	"399 Fremont St
(37.787361, -122.39218)"
6250028	VisVal	PL Approved	03/13/2009 07:00:00 AM +0000	8	Demolition of an existing two-story two-unit building and one-story building at the rear of the lot. New construction of a four-story over basement building with eight units over eight parking spaces.		Mixed Use	NC-2	15	0	0	0	0	0	0	0		08/29/2006 07:00:00 AM +0000		Resident	PL Approved	6	0	0	0	0	0	0	0	6250	6250	028	NC-2	40-X	10	"95 Leland Av
(37.711792, -122.405558)"
4010006	Showpl/Potrero	PL Approved	02/11/2008 08:00:00 AM +0000	2	Construct a second dwelling unit?		Residential	RH-2	543	0	0	0	0	0	0	0		08/31/2006 07:00:00 AM +0000		Resident	PL Approved	1	0	0	0	0	0	0	0	1875	4010	006	RH-2	40-X	10	"575 Vermont St
(37.762514, -122.404115)"
5577011	Bernal Heights	PL Approved	10/28/2009 07:00:00 AM +0000	1	New 2,811 sqft single-family residence on vacant lot.	TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.	Residential	RH-1	465	0							200609253193	10/28/2009 07:00:00 AM +0000	09/25/2006 07:00:00 AM +0000	Resident	PL Approved	1	0							1673	5577	011	RH-1	40-X	9	"191 Brewster St
(37.743185, -122.407638)"
0336017	Downtown	PL Approved	04/10/2008 07:00:00 AM +0000	65	Partial interior demo of existing 2-story office/retail structure to insert an additional floor level & construct an 1-story vertial addition for a total of 4-stories to house 65 dwelling units.		Mixed Use	RC-4	300	0	0				0			10/16/2006 07:00:00 AM +0000		Resident	PL Approved	65	-26640			-24240		-2400		19092	0336	017	RC-4	80-T	6	"245 Hyde St
(37.78298, -122.415949)"
0857001	Market Octavia	PL Approved	01/17/2008 08:00:00 AM +0000	440	Mixed-use project which would include construction of seven new buildings and the adaptive re-use of two existing buildings for 491 dwelling units, 421 off-street parking spaces, 3,500 GSF of retail use, 12,000 GSF for a dental clinic, and 12,590 GSF for 		Residential	RM-3	243	3500	0	0	0	0	3500	0		10/31/2006 08:00:00 AM +0000		Mixres	PL Approved	440	28090	12590	12000	0	0	3500	0	255700	0857	001	RM-3	40-X	8	"55 Laguna Street
(37.771351, -122.425394)"
1671008M	Richmond	PL Approved	07/10/2008 07:00:00 AM +0000	2	New Construction		Residential	RH-2	251	0	0	0	0	0	0	0		12/06/2006 08:00:00 AM +0000		Resident	PL Approved	1	0	0	0	0	0	0	0	3024	1671	008M	RH-2	40-X	1	"850 29th Av
(37.773303, -122.488368)"
0347016	Downtown	PL Approved	11/27/2007 08:00:00 AM +0000	0	The proposal is the construction of a new Shih Yu-Lang Central YMCA Community Facility on land owne by the Hastings College of Law.  The new facility would include approcimately 53,000 gsf in four stories above a full basement at a height of about 76 feet		Mixed Use	RC-4	286	53000	0	0	0	0	53000	0		12/28/2006 08:00:00 AM +0000		Retail/Ent	PL Approved	0	53000	0	0	0	0	53000	0	12754	0347	013	RC-4	80-T	6	"399 Golden Gate Av
(37.78135, -122.416948)"
1028003	Western Addition	PL Approved	01/17/2008 08:00:00 AM +0000	12	The proposed project would demolish the existing two-story building on the site and construct a four-story consisting of 12 residential units, 4,924 sq. ft. of retail, 2,281 sq. ft. of office, and 18 parking spaces. The building would be approximately 40 		Mixed Use	NC-2	714	7205	2281	0	0	0	4924	0		01/30/2007 08:00:00 AM +0000		Mixres	PL Approved	12	373	0	0	-4551	0	4924	0	10580	1028	003	NC-2	40-X	5	"2829 California Street
(37.787871, -122.44096)"
0133006A	Northeast	PL Approved	09/26/2008 07:00:00 AM +0000	2	The proposal is construction of a new three-story single-family house behind an existing one-story single family 850-square-foot house at 1131 Montgomery Street.  THe original foundation of the existing house would be replaced, restructured, excavated and		Residential	RH-3	372	0	0	0	0	0	0	0		02/23/2007 08:00:00 AM +0000		Resident	PL Approved	1	0	0	0	0	0	0	0	5375	0133	006A	RH-3	40-X	3	"1131 Montgomery St
(37.799467, -122.40427)"
6322008H	South Central, Other	PL Approved	10/02/2008 07:00:00 AM +0000	9	CONSTRUCT THREE-STORY BUILDING ON EACH LOT WITH NINE DWELLING UNITS ABOVE PROPOSED GROUND FLOOR COMMERCIAL. NO PARKING.		Mixed Use	NC-1	5	0	0	0	0	0	0	0		03/29/2007 07:00:00 AM +0000		Resident	PL Approved	9	0	0	0	0	0	0	0	7668	6322	008H	NC-1	40-X	10	"2245 Geneva Avenue
(37.708167, -122.419246)"
6508034	Central	PL Approved	10/22/2007 07:00:00 AM +0000	4	three story mixed use building CU for lot size, use size, 161j parking, second floor use (to be determined)		Neighborhood Commercial	24TH-NOE	138	6000					6000			05/03/2007 07:00:00 AM +0000		Mixres	PL Approved	4	6000					6000		5805	6508	034	24TH-NOE	40-X	8	"3945 24th St
(37.751371, -122.430646)"
3511055	WSoMa	PL Approved	06/11/2009 07:00:00 AM +0000	4	The proposal is to demolish a single-family fire-damaged structure, origianlly constructed in 1922, and to construct a new 4-unit residential structure in five stories.		Industrial	SLR	591	0	0	0	0	0	0	0		05/18/2007 07:00:00 AM +0000		Resident	PL Approved	3	0	0	0	0	0	0	0	1934	3511	055	SLR	50-X	6	"1029 Natoma St
(37.773114, -122.416344)"
0828012	Western Addition	PL Approved	02/02/2008 08:00:00 AM +0000	0	PUD for Demolition of two structures (rectory and convent), new construction for Megan Furth Academy (K-8) expansion.		Residential	RM-1	265	38000		38000						07/03/2007 07:00:00 AM +0000		CIE	PL Approved	0	16000	16000						44808	0828	012	RM-1	40-X	5	"735 Fell St
(37.7749, -122.429934)"
2515001	Outer Sunset	PL Approved	11/13/2008 08:00:00 AM +0000	55	Demolition of existing buildings and construction of three new five-story buildings with a total of 55 dwelling units, 48 parking spaces in an underground parking garage, 26,000 gsf of ground floor retail, and 34 covered spaces for the commercial use. 		Mixed Use	NC-2	99	0	0	0	0	0	0	0		07/19/2007 07:00:00 AM +0000		Resident	PL Approved	55	9656	0	0	0	0	26000	-16344	33763	2515	001	NC-2	100-A	4	"2800 Sloat Bl
(37.735642, -122.504306)"
6531022	Mission	PL Approved	05/03/2011 07:00:00 AM +0000	4	Demolish existing single-family dwelling and construct new 4-unit residence.	CONSTRUCTION OF FOUR-STORY FOUR DWELLING UNITS.	Residential	RM-2	128	0							200712120285	07/01/2010 07:00:00 AM +0000	12/12/2007 08:00:00 AM +0000	Resident	PL Approved	3	0							2932	6531	022	RM-2	40-X	9	"353 San Jose Av
(37.749705, -122.42118)"
5918026	South Central, Other	PL Approved	01/15/2009 08:00:00 AM +0000	1	Demolish existing accessory garage, create new lot, and construct new single-family home		Residential	RH-1	70	0								01/03/2008 08:00:00 AM +0000		Resident	PL Approved	1	0							5464	5918	026	RH-1	40-X	9	"439 Bowdoin St
(37.729966, -122.412033)"
5334017	BVHP Area A,B	PL Approved	09/11/2008 07:00:00 AM +0000	1	"Conditional use for substandard lot width. Transfering 6"" from lot 016 to new lot 017. New construction on lot 017."		Residential	RH-1	408	0								01/04/2008 08:00:00 AM +0000		Resident	PL Approved	1	0							5000	5334	016	RH-1	40-X	10	"2158 Revere Av
(37.737703, -122.40053)"
1684004L	Richmond	PL Approved	02/15/2008 08:00:00 AM +0000	2	Add 2nd unit to 3rd floor of existing building. Remodel existing 2nd floor and garage floor.	ADD 3/F NEW 2ND UNIT ADDITION, LEGALIZED EXISTING GROUND FLOOR ROOM & EXTENTION.	Residential	RH-2	576	0							200612200235	01/16/2008 08:00:00 AM +0000		Resident	PL Approved	1	0							2416	1684	004L	RH-2	40-X	1	"806 42nd Av
(37.773307, -122.502354)"
0345004	Downtown	PL Approved	09/10/2008 07:00:00 AM +0000	174	The project is the rehabilitation and alteration of the Central YMCA, including the addition of a wellness center and retail space on the ground floor and170-180 units of supportive housing above.  		Commercial	C-3-G	302	28230	15550	3030			9650			02/13/2008 08:00:00 AM +0000		Mixres	PL Approved	172	-30690	0		-13670		-17020		18766	0345	004	C-3-G	80-X	6	"220 Golden Gate Av
(37.781955, -122.414253)"
3704071	Downtown	PL Approved	11/08/2010 08:00:00 AM +0000	0	Section 309 Review Required with one exception (freight loading) request. Conditional Use Authorization request to exceed allowable accessory parking per Section 303, 157 and 158.  Variances requested per Section 102.11 to allow modification of gross floo		Commercial	C-3-G	667	367000	0				367000			02/22/2008 08:00:00 AM +0000		Retail/Ent	PL Approved	0	237300			-74700		312000		45758	3704	071	C-3-G	120-X	6	"949 Market Street
(37.782982, -122.409146)"
3722079	TB Combo	PL Approved	12/11/2008 08:00:00 AM +0000	118	Section 309 Review and Request for one exception (freight loading). A variance from Section 155 is also required as the project sponsor proposes a porte cochere at the Natoma Street frontage. The project would convert the existing building from office to 		Commercial	C-3-O	743	5160	0				5160			02/22/2008 08:00:00 AM +0000		Mixres	PL Approved	118	-84660			-89820		5160		42240	3722	079	C-3-O	350-S	6	"134-140 New Montgomery St
(37.786889, -122.399975)"
6272030	South Central, Other	PL Approved	07/25/2008 07:00:00 AM +0000	6	Existing vacant lot proposed 6-unit mixed use building.		Mixed Use	NC-3	39	3256					3256			03/05/2008 08:00:00 AM +0000		Mixres	PL Approved	6	3256					3256		4341	6272	030	NC-3	65-A	11	"4801 Mission St
(37.72149, -122.437166)"
6969001	South Central, Other	PL Approved	08/14/2008 07:00:00 AM +0000	61	The proposed project would demolish the existing retail and auto repair shop and construct a 61-unit residential building, 8,000 sq. ft. of retail, and 82 parking spaces. The building would be 60 feet in height plus basement and would be approximately 113		Mixed Use	NC-3	32	8000					8000			03/10/2008 07:00:00 AM +0000		Mixres	PL Approved	61	7030					7030		25254	6969	001	NC-3	65-A	11	"5050 Mission St
(37.717564, -122.440393)"
3639028	Mission	PL Approved	05/22/2008 07:00:00 AM +0000	5	The project includes minor improvements to a single family dwelling and construction of a new warehouse building with four residential units above.  		Mixed Use	UMU	170	1150				1150				03/20/2008 07:00:00 AM +0000		Mixres	PL Approved	4	1150				1150			3698	3639	028	UMU	40-X	9	"953 Treat Av
(37.754948, -122.41303)"
7098008	South Central, Other	PL Approved	02/05/2009 08:00:00 AM +0000	0	expand a church		Mixed Use	NC-2	13	5959		5959						03/20/2008 07:00:00 AM +0000		CIE	PL Approved	0	3866	3866						5377	7098	008	NC-2	40-X	11	"5640 Mission St
(37.710978, -122.447604)"
3537087	Market Octavia	PL Approved	08/10/2011 07:00:00 AM +0000	5	Addition of 6th dwelling unit without sufficient exposure	ADDING 3 RESIDENTIAL DWELLING UNITS TO THE BUILDING. MAINTAINING THE CURRENT COMMERCIAL PERMITTED US	Residential	RTO	567	0							200803207576	03/10/2011 08:00:00 AM +0000	03/20/2008 07:00:00 AM +0000	Resident	PL Approved	3	0							4948	3537	087	RTO	40-X	8	"435 Duboce Av
(37.769304, -122.430024)"
4624009	Other S Bayshore	PL Approved	12/10/2008 08:00:00 AM +0000	668	The proposed project would demolish the 267 affordable housing units in 50 buildings and construct about 668 affordable units, 6,400 sq. ft. of retail, 739 parking spaces in 66 buildings. Buildings would range from two to five-stories 20 to 50 feet in hei		Residential	RM-1	446	7020	0	620	0	0	6400	0		03/27/2008 07:00:00 AM +0000		Mixres	PL Approved	349	620	620	0	0	0	0	0	799013	4624	003	RM-1	40-X/65-X	10	"227 West Point Road
(37.73508, -122.379131)"
5577002	Bernal Heights	PL Approved	08/19/2009 07:00:00 AM +0000	3	Develop single-family dwellings on each lot with two off-street parking spaces each. Downslope Lots.		Residential	RH-1	465	0								04/03/2008 07:00:00 AM +0000		Resident	PL Approved	3	0							5424	5577	002	RH-1	40-X	9	"384 Holladay Av
(37.743781, -122.406375)"
1895043	Outer Sunset	PL Approved	07/10/2008 07:00:00 AM +0000	0	Demolition and construction of a new nursery school/day care center.		Residential	RH-2	172	2420		2420						04/17/2008 07:00:00 AM +0000		CIE	PL Approved	0	527	527	0	0	0	0	0	5900	1895	043	RH-2	40-X	4	"1600 Great Hy
(37.756359, -122.508733)"
1052024	Western Addition	PL Approved	10/10/2008 07:00:00 AM +0000	84	Demolition of existing convalescent care facility and construction of 84 residential dwelling units and 4,500 sq. ft. of retail. Building would be 40' and 65' in height and would total 168,900 sq. ft. with 126 parking spaces. 		Mixed Use	NC-3	715	4500					4500			04/29/2008 07:00:00 AM +0000		Mixres	PL Approved	84	-40617	0	-45117	0	0	4500	0	33520	1052	024	NC-3	40-X/65-A	5	"2655 Bush St
(37.785933, -122.440927)"
4218036	Showpl/Potrero	PL Approved	07/16/2009 07:00:00 AM +0000	3	"Dish existin 1200 sqft residence with no off-street parking and construct 3-unit 3100 sqft with 3 off-street parking spaces.
Rear Yard Variance
"		Residential	RH-3	152	0								05/01/2008 07:00:00 AM +0000		Resident	PL Approved	2	0							3333	4218	036	RH-3	40-X	10	"1321 De Haro St
(37.752861, -122.400218)"
3731003	East SoMa	PL Approved	03/12/2012 07:00:00 AM +0000	76	Vertical addition of 4th floor to existing hotel.	VERTICAL ADDITION AND REVONATION OF A HOTEL. MECH, ELEC,PLUMBING, FIRE SPRINKLER UNDER SEPARATE PERMIT	Neighborhood Commercial	SoMa NCT	627	16425						16425	200806164548	10/06/2011 07:00:00 AM +0000	06/16/2008 07:00:00 AM +0000	Mixres	PL Approved	37	5445						5445	3933	3731	003	SoMa NCT	65-X	6	"226 06th St
(37.779331, -122.406813)"
0570010	Marina	PL Approved	03/12/2009 07:00:00 AM +0000	34	CU for 34 dwelling unit building		Residential	RM-3	353	0								07/22/2008 07:00:00 AM +0000		Resident	PL Approved	34	0							13611	0570	010	RM-3	80-A	2	"1622 Broadway
(37.795806, -122.423903)"
1466009	Richmond	PL Approved	07/16/2009 07:00:00 AM +0000	2	Vertical and horizontal addition of a 2-story single-family residence. Proposed 3-story with basement, 2-unit resindetial building.		Residential	RH-2	295	0								07/24/2008 07:00:00 AM +0000		Resident	PL Approved	1	0							3000	1466	009	RH-2	40-X	1	"451 34th Av
(37.780587, -122.494603)"
4219004	Showpl/Potrero	PL Approved	10/06/2009 07:00:00 AM +0000	2	Existing one-story single-family residence at 18-feet tall and 850 sqft with no off-street parking to be demolished. Proposed new 4-story, 2-unit residence at 40-feet tall and 3,765 sqft with 2 off-street parking spaces.		Residential	RH-2	152	0								07/24/2008 07:00:00 AM +0000		Resident	PL Approved	1	0							2534	4219	004	RH-2	40-X	10	"1036 Wisconsin St
(37.75444, -122.398853)"
0331010	Downtown	PL Approved	03/26/2009 07:00:00 AM +0000	170	100% Affordable housing, approx 170-u over 15,000 retail. TNDC.		Mixed Use	RC-4	678	15000					15000			07/30/2008 07:00:00 AM +0000		Mixres	PL Approved	170	15000					15000		20870	0331	010	RC-4	80-130-T	6	"168 Eddy St
(37.784369, -122.410403)"
1029003	Western Addition	PL Approved	06/16/2009 07:00:00 AM +0000	0	The proposed project would demolish the existing 40-foot tall 5,225 sf, three-unit residential building and construct a new three-story assembly and classroom wing consisting of 15,604 sf to the existing adjacent Drew School campus. The new building would		Residential	RM-1	714	42074	0	42074	0	0	0	0		08/05/2008 07:00:00 AM +0000		CIE	PL Approved	-3	15604	15604	0	0	0	0	0	17903	1029	003	RM-1	40-X	2	"2901 California St
(37.787712, -122.442235)"
0794015	Market Octavia	PL Approved	05/13/2010 07:00:00 AM +0000	136	Demolition of existing 2-story industrial and office bldgs. of 19,620 sf with 70 parking spaces.  Construct residential bldg. of 143 units with 21,945 sf of commercial space on the ground floor, and 165 parking spaces.  22 parking spaces will be at the gr		Residential	RTO	268	19620	19620	0	0	0	0	0		08/29/2008 07:00:00 AM +0000		Mixres	PL Approved	136	2325	0	0	-19620	0	21945	0	44250	0794	015	RTO	40-50-X	5	"746 Laguna St
(37.777818, -122.426447)"
2979A021A	Inner Sunset	PL Approved	05/14/2009 07:00:00 AM +0000	0	Expansion of existing dental office to lower street level to provide access from West Portal Avenue.		Mixed Use	WEST PORTAL	109	4000	4000							10/02/2008 07:00:00 AM +0000		MIPS	PL Approved	0	2000			2000				3113	2979A	021A	WEST PORTAL	26-X	7	"99 West Portal Av
(37.739766, -122.466755)"
3965001	Mission	PL Approved	04/21/2011 07:00:00 AM +0000	12	Retain the exisitng three-story, 34-foot, 5,625 sq. ft. retail and office building. Addition and new construction of 12 residential units over ground floor retail. The total project including the existing retail/office uses would be approximately 29,822 s		Mixed Use	UMU	568	7347	3750				3597			10/09/2008 07:00:00 AM +0000		Mixres	PL Approved	12	1722			0		1722		10033	3965	001	UMU	68-X	6	"2401 16th St
(37.765523, -122.410614)"
3703079	Downtown	PL Approved	05/14/2009 07:00:00 AM +0000	100	100% Affordable residential mid-rise, 106-du, with ground-floor retail, approx 116,055-gsf total, on two lots, in one structure with two bldg two masses-- one 13-story, one 8-story --and two City Carshare spaces, on existing surface parking lot.		Commercial	C-3-G	666	1256					1256			11/05/2008 08:00:00 AM +0000		Mixres	PL Approved	100	1256					1256		15129	3703	079	C-3-G	120-X	6	"1036-1040 Mission St
(37.780374, -122.409685)"
1073013	Richmond	PL Approved	04/28/2011 07:00:00 AM +0000	83	The proposed project would demolish the existing one-story community center and construct a new building consisting of 83 dwelling units (59 units of work-force housing and 21 units of affordable housing.), 21,500 sq. ft. community center on the ground fl		Residential	RM-1	311	21500	0	21500	0	0	0	0		11/12/2008 08:00:00 AM +0000		Mixres	PL Approved	83	10180	10180	0	0	0	0	0	22160	1073	013	RM-1	40-X/50-X	2	"800 Presidio Av
(37.784362, -122.446112)"
4103036	Showpl/Potrero	PL Approved	01/23/2009 08:00:00 AM +0000	2	Addition/alteration of existing single-family residence to 2-unit residence.		Residential	RH-2	520	0								11/25/2008 08:00:00 AM +0000		Resident	PL Approved	1	0							2522	4103	036	RH-2	40-X	10	"605 Mississippi St
(37.758824, -122.394064)"
0757025	Western Addition	PL Approved	12/18/2008 08:00:00 AM +0000	297	New construction of 5-story, 145-foot tall housing tower(s) with 98 affordable senior rental units		Residential	RM-3	281	0								12/11/2008 08:00:00 AM +0000		Resident	PL Approved	98	0							102094	0757	025	RM-3	50-X	5	"1100 Golden Gate Av
(37.780045, -122.428767)"
5918029	South Central, Other	PL Approved	02/17/2009 08:00:00 AM +0000	6	Demolition of existing commercial structures and construction of six residential units.		Residential	RH-2	70	0					0			12/23/2008 08:00:00 AM +0000		Resident	PL Approved	6	-4850					-4850		5653	5918	029	RH-2	40-X	9	"419 Bowdoin St
(37.7301, -122.412089)"
3767305	Rincon Hill	PL Approved	05/14/2009 07:00:00 AM +0000	113	Demolition of existing structures, construction of a new 8 story 84 foot building with 113 dwelling units and 57 parking spaces		High Density Residential	RH DTR	766	0				0				02/27/2009 08:00:00 AM +0000		Resident	PL Approved	113	-35628				-35628			19107	3767	305	RH DTR	84-X	6	"429 Beale St
(37.787224, -122.390383)"
0531004	Marina	PL Approved	10/22/2009 07:00:00 AM +0000	2	Demolition of existing single-family dwelling and construction of new 2-unit residence.		Residential	RH-2	360	0								03/17/2009 07:00:00 AM +0000		Resident	PL Approved	1	0							2421	0531	004	RH-2	40-X	2	"2919 Laguna St
(37.797923, -122.430755)"
3580035	Central	PL Approved	11/24/2009 08:00:00 AM +0000	5	Construction of a new 4-story 3/4 unit residential structure in front of existing structure.		Residential	RM-1	533	0								03/19/2009 07:00:00 AM +0000		Resident	PL Approved	4	0							4186	3580	035	RM-1	40-X	8	"265 Dorland St
(37.761953, -122.42981)"
0711031	Western Addition	PL Approved	08/06/2009 07:00:00 AM +0000	0	New theater within courtyard of Sacred Heart Cathedral Preparatory School, within the St. Mary's Cathedral complex, 11,513-sf of new construction, interior alterations.		Residential	RM-4	681	65282		65282						03/26/2009 07:00:00 AM +0000		CIE	PL Approved	0	11513	11513						61106	0711	031	RM-4	80-B/240-E	6	"1100 Ellis St
(37.783489, -122.424658)"
3722027	Downtown	PL Approved	07/13/2010 07:00:00 AM +0000	0	Expansion of SFMOMA to SE with 40,000-sf gallery wing at Natoma Street, acquisition and replacement of Heald College building on Howard Street with 62,000-sf new construction for back-of-house and admin functions, vacation of portion of Hunt Alley, and ac		Commercial	C-3-S	743	298378	0	298378						04/09/2009 07:00:00 AM +0000		CIE	PL Approved		66685	101710		-35025				71176	3722	027	C-3-S	320-I/500-I	6	"151 Third St
(37.785549, -122.400939)"
7092070	Ingleside, Other	PL Approved	07/22/2009 07:00:00 AM +0000	2	Demolish existing 1-story substandard, non-comforming single-family resindece at rear of lot, lot line adjustment with lot 069, divide into 2 parcels and construct a single-family home on each site.		Residential	RH-1	20	0								04/09/2009 07:00:00 AM +0000		Resident	PL Approved	1	0							5000	7092	070	RH-1	40-X	11	"239 Minerva St
(37.715606, -122.460539)"
0574011	Northeast	PL Approved	07/28/2008 07:00:00 AM +0000	0	Addition and alteration of historic fire house into a retail and private club use of approx. 8681 sqft with no parking.		Neighborhood Commercial	POLK	351	8681					8681			04/22/2009 07:00:00 AM +0000		Retail/Ent	PL Approved	0	506					506		3831	0574	011	POLK	65-A	3	"1648 Pacific Av
(37.795065, -122.422421)"
0279011	Downtown	PL Approved	05/28/2009 07:00:00 AM +0000	35	The project site is current vacant and used as a 20-space parking lot. The proposed project would construct 35 dwelling units and 1,339 sq. ft. of ground floor commercial space, and 13 parking spaces. The new structure would be approximately 51,950 sq. ft		Mixed Use	RC-4	322	1339	0	0	0	0	1339	0		04/30/2009 07:00:00 AM +0000		Mixres	PL Approved	35	1339	0	0	0	0	1339	0	7000	0279	011	RC-4	130-E	3	"1080 Sutter St
(37.788156, -122.418078)"
7108033	Ingleside, Other	PL Approved	08/06/2009 07:00:00 AM +0000	2	To add a second dwelling-unit within an RH-1 District, per Planning Code Section 209.1(f.) The lot measures 6,250 square feet.		Residential	RH-1	28	0								05/18/2009 07:00:00 AM +0000		Resident	PL Approved	1	0							6362	7108	033	RH-1	40-X	11	"77 Farallones Street
(37.713971, -122.454972)"
6951021	South Central, Other	PL Approved	11/18/2009 08:00:00 AM +0000	4	Demo existing single-story commercial unit and construct new 4-story building with 2 commercial units and 4 residential units.		Mixed Use	NC-1	46	2236	0				2236			06/11/2009 07:00:00 AM +0000		Mixres	PL Approved	4	368			-1868		2236		2929	6951	021	NC-1	40-X	11	"285 Ocean Av
(37.723013, -122.442728)"
1618007	Richmond	PL Approved	12/10/2009 08:00:00 AM +0000	2	Addition/alteration to single-family residence and add second unit.		Residential	RH-2	260	0								06/11/2009 07:00:00 AM +0000		Resident	PL Approved	1	0							3036	1618	007	RH-2	40-X	1	"762 27th Av
(37.775093, -122.486347)"
3534069	Market Octavia	PL Approved	04/07/2011 07:00:00 AM +0000	47	The proposed project would include the demolition of a vacant auto garage and construct a 46-unit residential building with 29-parking spaces. The building would be four-stories, approximately 40 feet in height and 62,030 sq. ft. 		Residential	RTO	232	0	0	0	0	0	0	0		07/22/2009 07:00:00 AM +0000		Resident	PL Approved	47	-19037	0	0	0	-19037	0	0	19819	3534	069	RTO	40-X	8	"25 Dolores St
(37.768713, -122.426525)"
0028014	Northeast	PL Approved	06/08/2011 07:00:00 AM +0000	20	Remove office, new construction 20-unit residential condominium with approximately 6,500 sf retail and 20 parking spaces at ground floor. Variance required because no commercial parking is provided.		Commercial	C-2	832	6500	0				6500			07/29/2009 07:00:00 AM +0000		Mixres	PL Approved	20	-9352			-15852		6500		16771	0028	014	C-2	40-X	3	"1255- 1275 Columbus Av
(37.80569, -122.418199)"
