PROJECT_TYPE	APN	NAMEADDR	PHASE	ALIAS	ENTITLEMENT	BESTSTAT	BESTDATE	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	DA	PLN_CASENO	PLN_DESC	BP_APPLNO	BP_DESC	COST	PROPUSE	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	PLANNER	APPLICANT	CONTACT	CONTACTPH	NEIGHBORHOOD	ZONING_SIM	ZONING_GEN	ZONING_DISTRICT	HEIGHT_DISTRICT	SUPE_DISTRICT	PLAN_DISTRICT	PLAN_AREA	PUBLICREALM	STATUS	Location
Resident	APN 6604038	647 DUNCAN ST			1	CONSTRUCTION	03/16/2017	1	1	0	0						201407181635	ERECT 3 STORIES, 2 BASEMENTS, ONE SINGLE FAMILY	$800000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EJACKSON				Noe Valley	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.74540189790, -122.43433147700)
Resident	APN 1241009B	65 BUENA VISTA AV			0	BP FILED	07/27/2016	15	3	0	0				2016-010667PRJ	3 ADDITIONAL DWELLING UNITS ON G/F PER ORDINANCE 30-15. SOFT STORY APPLN #201607273461. (N) CORRIDOR, (N) WINDOW OPENINGS AT FRONT FACADE. AREA OF WORK GROUND FLOOR. N/A FOR MAHER ORDIANCE NO.	201607273471	3 ADDITIONAL DWELLING UNITS ON G/F PER ORDINANCE 30-15.  SOFT STORY APPLN #201607273461. (N) CORRIDOR, (N) WINDOW OPENINGS AT FRONT FACADE.  AREA OF WORK GROUND FLOOR. N/A FOR MAHER ORDIANCE NO. 155-13.	$225000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CCAMPBEL	Angela Matt Architect Inc.		2133612483	Haight Ashbury	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 5	Buena Vista				(37.77040462910, -122.43917974400)
Mixres	APN 6954018	65 OCEAN AV			0	PL FILED	12/16/2016	105	105	0	0				2016-006860PRJ	Construction of 105 new residential dwelling units and 3 commercial storefronts, with 13 commercial and 105 residential parking spaces. 110 Class 1 bike parking and 6 Class 2 bike parking are provided. Qualifying private open space is included for 11 dwe			$0.00		8062	8062	0	0	0	0	0	0	0	0	8062	8062	0	0		Agrippa, LLC		760-214-8753	Outer Mission	NCD	Mixed Use	EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT	40-X	SUPERVISORIAL DISTRICT 11	South Central				(37.72330137730, -122.43832573700)
CIE	APN 5744001	650 ANDOVER ST			0	PL FILED	12/03/2015	0	-1	0	0				2015-015866PRJ	Conversion of one dwelling unit to a Community Facility.			$0.00		1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	EWATTY	Quickdraw Permit Consulting		4155521888	Bernal Heights	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 9	Bernal Heights				(37.73550220800, -122.41704602800)
Resident	APN 1202002B	650 DIVISADERO ST			0	PL FILED	08/26/2014	60	60	0	0				2013	Existing 1-story auto repair warehouse building to be partially demolished in which part a 5-story 9-unit residential condominium building to be built.  The remaining portion of the building to be remodeled into 3 independent commercial  2 restaurants an			$5000000.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	SLAI	Warner Schmalz	Warner Schmalz	415-252-7063	Western Addition	NCT	Mixed Use	DIVISADERO STREET NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT	65-A	SUPERVISORIAL DISTRICT 5	Western Addition				(37.77574181910, -122.43758784200)
Mixres	APN 4041009	650 INDIANA ST	(BLDG 1 OF 2)	660 INDIANA ST	1	BP ISSUED	12/24/2014	61	61	16	16	On-site BMR Project			2012	The proposed project includes demolition of the existing structures on the project site and construction of an approximately 114,700 sf building with 111 residential units and approximately 1,900 sf of ground-floor neighborhood-serving retail uses. The p	201312244989	ERECT 5 STORIES, 60 DWELLING UNITS.	$10000000.00	APARTMENTS	1900	-11100	0	0	0	0	0	0	0	0	1900	-11100	0	0	DSANCHEZ				Potrero Hill	UMU	Mixed Use	URBAN MIXED USE	58-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Central Waterfront (EN); Eastern Neighborhoods (Complete); Dogpatch Public Realm Plan	Y	In Progress	(37.76214782950, -122.39186164300)
Resident	APN 4041009	650 INDIANA ST	(BLDG 2 OF 2)	680 INDIANA ST	1	CONSTRUCTION	03/21/2017	55	55	16	16	On-site BMR Project	Rental		2012	The proposed project includes demolition of the existing structures on the project site and construction of an approximately 114,700 sf building with 111 residential units and approximately 1,900 sf of ground-floor neighborhood-serving retail uses. The p	201312244992	TO ERECT 5 STORIES OF 51 DWELLING UNITS WITH ASSEMBLY/PARKING	$12000000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSANCHEZ				Potrero Hill	UMU	Mixed Use	URBAN MIXED USE	58-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Central Waterfront (EN); Eastern Neighborhoods (Complete); Dogpatch Public Realm Plan	Y	In Progress	(37.76214782950, -122.39186164300)
Resident	APN 0318020	651 - 655 GEARY ST			1	PL APPROVED	07/07/2016	52	52	6	6	On-site BMR Project	Ownership		2014	The proposed project is to construct a 13-story, 130-foot tall mixed use building. The existing building on the 7,008 square foot subject lot was demolished recently (Case No. 2012.0628E)  The proposed new building would include 47 dwelling units, 28 par			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	AA CONV				Downtown/Civic Center	RC-4	Mixed Use	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	80-T-130-T	SUPERVISORIAL DISTRICT 6	Downtown				(37.78634415190, -122.41395546800)
Resident	APN 7008009	651 HEAD ST			0	BP FILED	10/21/2016	2	1	0	0						201610210934	LEGALIZATION OF DWELLING UNIT WITHOUT PERMIT IN A SINGLE FAMILY DWELLING PER ORDINANCE #43-14.	$7500.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PANTOJAG				Ocean View	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 11	Ingleside				(37.71884774450, -122.46472848100)
Resident	APN 1202001A	651 SCOTT ST			0	BP FILED	07/21/2016	15	3	0	0				2016-010367PRJ	"BPA 2016.07.21.2978:  	ADD 3 UNITS: 1 STUDIO UNIT & 2 ONE BEDROOM UNITS. 1 KITCHEN & 1 BATHROOM FOR EACH UNIT. PER ORD 30-15.

BPA 2016.07.21.2976:  MANDATORY SOFT STORY USING IEBC APPN, A-4 PER SFBC CHAP. 34B"	201607212978	ADD 3 UNITS: 1 STUDIO UNIT & 2 ONE BEDROOM UNITS. 1 KITCHEN & 1 BATHROOM FOR EACH UNIT. PER ORD 30-15.	$250000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FMCMILLE	Hood Thomas Architects		4153852303	Western Addition	RM-2	Residential	RESIDENTIAL- MIXED, MODERATE DENSITY	40-X	SUPERVISORIAL DISTRICT 5	Western Addition				(37.77578752220, -122.43654425200)
Mixed	APN 0227036	652 KEARNY ST			0	BP FILED	01/26/2017	0	0	0	0				2017-001798PRJ	TENANT IMPROVEMENTS TO (E) BLDG, (2) STORIES PLUS BUILDOUT OF BASEMENT LEVEL FOR OCCUPANCY. INLCUDES DESIGN/BUILD MECHANICAL, ELECTRICAL, PLUMBING & FIRE. ALSO ADDITION OF AUTOMATIC SPRINKLER THROUGHOUT.	201701268049	TENANT IMPROVEMENTS TO (E) BLDG, (2) STORIES PLUS BUILDOUT OF BASEMENT LEVEL FOR OCCUPANCY. INLCUDES DESIGN/BUILD MECHANICAL, ELECTRICAL, PLUMBING & FIRE. ALSO ADDITION OF AUTOMATIC SPRINKLER THROUGHOUT.	$150000.00	OFFICE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SAMONSKY	June Gong	CHIN TRUST AGREEMENT-EXEMPTION TR		Financial District	CCB	Commercial	CHINATOWN-COMMUNITY BUSINESS	50-N	SUPERVISORIAL DISTRICT 3	Northeast	Chinatown; Downtown Streetscape Plan		Adopted	"Y
(37.79435511210, -122.40457023300)"
Mixres	APN 3787026	655 04TH ST			0	PL FILED	05/17/2016	449	449	0	0				2014-000203PRJ	Demolition of existing structures.  New project will provide 2 below grade levels of parking with +/-100 stalls, +/-10,000 sq.ft. of retail at the ground floor and residential units above.  The residential component will include a tower sitting on an 85			$0.00		40000	-20000	0	0	0	0	0	0	0	0	40000	-20000	0	0	VBYRD	655 4th Property Holder, LP	Tishman Speyer	295-4501	South of Market	SLI	Industrial	SOMA SERVICE- LIGHT INDUSTRIAL	85-X	SUPERVISORIAL DISTRICT 6	South of Market	Eastern Neighborhoods w/Valencia; East SoMa (EN); Eastern Neighborhoods (Complete); South of Market; Central SoMa			(37.77771930960, -122.39525127100)
Mixres	APN 3750050	655 FOLSOM ST			1	PL APPROVED	03/10/2016	89	89	0	0	Fee Payment			2013	The property is currently occupied by a two-story commercial building occupied by a restaurant.  The project will include demolition of the existing building and construction of a new 13 story mixed use building including 84 dwelling units, ground floor	201602099171	CONSTRUCT (N) MIXED USED RESIDENTIAL	$20000000.00	APARTMENTS	1900	-11521	0	0	0	0	0	0	0	0	1900	-11521	0	0	YEUNGMIN				South of Market	MUR	Mixed Use	MIXED USE-RESIDENTIAL	130-G	SUPERVISORIAL DISTRICT 6	South of Market	Eastern Neighborhoods w/Valencia; East SoMa (EN); Eastern Neighborhoods (Complete); Central SoMa			(37.78437414820, -122.39777416400)
Resident	APN 4030031	655 KANSAS ST			0	BP FILED	03/01/2017	34	4	0	0				2017-003616PRJ	ADD (4) UNITS UNDER THE ADU PROGRAM (2) STUDIOS (2) BEDROOM/ (2) BATH UNITS. ADD WINDOWS & DOORS @ RHODE ISLAND ELEVATION.	201703010446	APARTMENTS	$50000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KCONNER	POTRERO HILL/KANSAS STREET LP	POTRERO HILL/KANSAS STREET LP		Potrero Hill	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Showplace Square/Potrero Hill (EN); Eastern Neighborhoods (Complete)			(37.76150325660, -122.40256105200)
Resident	APN 3615047	657 CAPP ST			1	BP ISSUED	02/24/2016	9	5	0	0				2015-000141PRJ	Vertical and horizontal additions to existing three-story building containing four residences and two vehicle parking spaces. Move existing building approx. 11' to front of lot; add one story; add five residential units; add one vehicle parking space. Ad	201501085203	VERTICAL & HORIZONTAL ADDITIONS. NEW INTERIOR & EXTERIOR WALLS, FLOORS, WINDOWS, DOORS & BUILDING SYSTEMS. REMODEL 3-STORY W/ 4 DWELLING UNITS TO 4-STORY W/ 9 DWELLING UNITS & PARKING FOR 2 CARS & 1 ACCESSIBLE VAN.(E)STRUCTURE IS MOVED HORIZONTALLY TO MA	$2500000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JACKSON	Zack / de Vito Architecture Constru		4154957889	Mission	RTO-M	Residential	RESIDENTIAL TRANSIT ORIENTED- MISSION	40-X	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	"Y
(37.75625021830, -122.41745287500)"
Resident	APN 3576061	657 VALENCIA ST			0	BP FILED	10/23/2015	4	4	0	0				2015-015680PRJ	ERECT 5 STORIES OF 4 DWELLING UNIT . TYPE 5	201510230626	ERECT 5 STORIES OF 4 DWELLING UNIT . TYPE 5	$1100000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SMENDRIN		SHAIKH USMAN & FATIMA		Mission	NCT	Mixed Use	VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT	55-X	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	"Y
(37.76241776650, -122.42136516800)"
Resident	APN 3588056	659 GUERRERO ST			0	PL FILED	12/22/2016	3	1	0	0				2013	The proposal is to add a 4th story to an existing 3-story two-family residential building, creating a third residential unit.  The vertical addition includes a roof deck and new interior stairs.  Proposed work includes interior alterations all existing f	201303263083	"1/FL:ADD 1 BR,1 BA,1 FAM RM&STAIRS TO 2/FL.
2/FL:ADJUST BEDRM SIZE&ADD INTERIOR STAIRS TO 1/FL.
3/FL:ADJUST BEDRM SIZE.PROVIDE STAIRS TO4/FL ADDITION.
4/FL:NEW ADD'N OF 2 BR, 2BA,LIV RM,DINING RM.
ROOF:PROV HOT TUB & STAIRS TO LOWER FLS."	$200000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DHARRIS				Mission	RTO-M	Residential	RESIDENTIAL TRANSIT ORIENTED- MISSION	45-X	SUPERVISORIAL DISTRICT 8	Mission	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	"Y
(37.76064951860, -122.42340398000)"
Resident	APN 6544021	660 CLIPPER ST			0	BP FILED	12/22/2016	30	6	0	0				2017-000605PRJ	ADDITION OF 6 NEW DWELLING UNITS TO BE BUILT WITHIN THE (E) ENVELOPE OF THE BUILDING PER ORDINANCE# 162-16.	201612225672	ADDITION OF 6 NEW DWELLING UNITS TO BE BUILT WITHIN THE (E) ENVELOPE OF THE BUILDING PER ORDINANCE# 162-16.	$543681.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SAMONSKY	Angela Matt Architect Inc.		2133612483	Noe Valley	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.74886865620, -122.43906337400)
Resident	APN 1405001	6619 CALIFORNIA ST			0	BP FILED	08/24/2016	3	1	0	0				2016-011621PRJ	BPA-2016.0824.5890 approved 3/16/2017 to legalize a third (3rd) dwelling unit (Unit No.6623) at third floor of the existing two-family three-story mixed-use building per RM-1 Zoning District's permitted density limit, without the use of Planning Code Sec	201608245890	LEGALIZE NON-CONFORMING DWELLING UNIT ON 2ND FL AS PER ORD #43-14	$1.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CLARKECO	WING K QUOCK TRUST	WING K QUOCK TRUST		Outer Richmond	RM-1	Residential	RESIDENTIAL- MIXED, LOW DENSITY	40-X	SUPERVISORIAL DISTRICT 1	Richmond				(37.78358019130, -122.48849449000)
Mixres	APN 3750082	667 FOLSOM ST, 120 & 126 HAWTHORNE ST			1	PL APPROVED	01/05/2017	229	229	34	34				2015-002604PRJ	The proposal entails demolition of 126 Hawthorne Street, a 2 story concrete building and 667 Folsom Street, a 2 story concrete building.  The 19,589 square foot project site comprises three adjoining rectangular lots.  Following demolition, the proposal			$0.00		8873	-17041	0	0	0	0	0	-21914	0	-4000	8873	8873	0	0	CTOWNES	EQR-Soma II LP, a Delaware limited		4157677188	South of Market	MUR	Mixed Use	MIXED USE-RESIDENTIAL	130-G	SUPERVISORIAL DISTRICT 6	South of Market	Eastern Neighborhoods w/Valencia; East SoMa (EN); Eastern Neighborhoods (Complete); Central SoMa			(37.78422098100, -122.39763082300)
Resident	APN 3587011	668 GUERRERO ST			0	BP FILED	03/18/2016	3	3	0	0				2016-004057PRJ	TO ERECT 4 STORIES, NO BASEMENT, 3 UNITS RESIDENTIAL BUILDING. ** MAHER: DISTURBANCE OF AT LEAST 50 CU.YD. OF SOIL; ROUTE TO DPH **	201603182471	"TO ERECT 4 STORIES, NO BASEMENT, 3 UNITS RESIDENTIAL BUILDING.
** MAHER: DISTURBANCE OF AT LEAST 50 CU.YD. OF SOIL; ROUTE TO DPH **"	$1900000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EJACKSON	REAL EQUITY GROUP ONE LLC LLC	REAL EQUITY GROUP ONE LLC		Mission	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 8	Mission	Mission District Streetscape Plan		Adopted	"Y
(37.76044785690, -122.42400374600)"
Resident	APN 3537074	67 - 69 BELCHER			0	PL FILED	03/23/2017	1	1	0	0				2017-003555PRJ	Variance request from the rear yard requirement to permit the change of use of an existing commercial building into  SFH.			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0		Reuben, Junius & Rose, LLP		4155679000	Castro/Upper Market	RTO	Residential	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	SUPERVISORIAL DISTRICT 8	Buena Vista	Market and Octavia; Market Octavia Living Alleys		Adopted	"Y
(37.76817974210, -122.42981014700)"
Resident	APN 1066030	680 SPRUCE ST			1	CONSTRUCTION	03/21/2017	2	1	0	0				2013	Two-story vertical addition to a two-story, 2,809 sf single-family home to create a 5,775 sf two-family home; renovate front facade; add front decks at 3rd and 4th floors; add one ground-floor parking space.	201303071745	RENOVATION OF (E) SINGLE FAM RESIDENCE TO CREATE (N) 2 FAMILY RESIDENCES VERTICAL ADDITION OF TWO ADDITIONAL STORIES 2 (N)KITCHENS, 7(N) BATHS, 9(N) BEDROOMS, (N) INT. STAIR TO EXTEND UP TO ROOF (N) EXT. DECKS AT 3RD AND 4TH FLOORS, (N) 2 CAR GARAGE AUTO	$880000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DLINDSAY				Presidio Heights	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 2	Richmond	Geary Corridor			(37.78230562180, -122.45297159300)
Resident	APN 4022022	685 FLORIDA ST			1	CONSTRUCTION	03/15/2017	4	4	0	0				2012	6 story, 4 dwelling units, 68 foot height	201209200274	ERECT 6 STORIES, TYPE 3, 4 RESIDENTIAL APTS BUILDING.	$2196000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JBANALES				Mission	UMU	Mixed Use	URBAN MIXED USE	68-X	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	"Y
(37.76070750570, -122.41067776500)"
Resident	APN 2936A001D	69 GARCIA AV			1	BP FILED	08/20/2012	1	1	0	0				2005	To construct a new single-family dwelling on a vacant lot.  Due to slope of the lot, the new dwelling will be 4-stories over a garage in the front and 2-stories in the rear in an RH-1(D) district.	201208207720	TO ERECT 4 STORIES, SINGLE FAMILY DWELLING BUILIDNG.	$200000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	APERRY				West of Twin Peaks	RH-1(D)	Residential	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	40-X	SUPERVISORIAL DISTRICT 7	Inner Sunset				(37.74400610750, -122.45929105200)
Resident	APN 3541083	69 HENRY ST			1	BP ISSUED	03/22/2017	1	1	0	0				2016-010435PRJ	CONVERSION OF (E) GARAGE INTO A (N) ACCESSORY DWELLING UNIT AT REAR YARD. (N) WINDOWS, DOORS, PLUMBING & ELECTRICAL WORK, (N) BICYCLE PARKING.	201607142411	CONVERSION OF (E) GARAGE INTO A (N) ACCESSORY DWELLING UNIT AT REAR YARD. (N) WINDOWS, DOORS, PLUMBING & ELECTRICAL WORK, (N) BICYCLE PARKING.	$63850.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAMPBELL	PRIEUR 2001 FMLY TR	PRIEUR 2001 FMLY TR		Castro/Upper Market	RTO	Residential	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	SUPERVISORIAL DISTRICT 8	Buena Vista	Market and Octavia; Market Octavia Living Alleys		Adopted	"Y
(37.76647080960, -122.43250290000)"
Resident	APN 3996006	690 TENNESSEE ST			0	BP FILED	02/19/2016	2	2	0	0				2016-002809PRJ	CHANGE OF USE FROM 2-STORY WAREHOUSE TO 3-STORY 2-UNIT RESIDENTIAL	201602190032	CHANGE OF USE FROM 2-STORY WAREHOUSE TO 3-STORY 2-UNIT RESIDENTIAL	$785000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SOUTHEAS	KADISH FAMILY PTNRSHP PTNRSHP	KADISH FAMILY PTNRSHP		Potrero Hill	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Central Waterfront (EN); Eastern Neighborhoods (Complete); Dogpatch Public Realm Plan	Y	In Progress	(37.76316391290, -122.39006142800)
Resident	APN 3996007	694 TENNESSEE ST			0	BP FILED	04/18/2016	2	1	0	0						201604185025	RENOVATION & ADDITION OF (E) SINGLE FAM HOME TO (N) 2 UNIT DWELLING, SCOPE INCLUDE CONVERTING BASEMENT INTO (N) OCCUPIED SPACE & ADDITION OF (N) PENTHOUSE, (E) REAR DECK TO BE REMOVED FOR YARD SPACE	$350000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0					Potrero Hill	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Central Waterfront (EN); Eastern Neighborhoods (Complete); Dogpatch Public Realm Plan	Y	In Progress	(37.76309544230, -122.39005502500)
Resident	APN 6978075	7 EDGAR AV			0	BP FILED	05/08/2015	1	1	0	0				2015-006551PRJ	Construct (n) 2-story single family dwelling unit	201505085770	CONSTRUCT (N) 2-STORY SINGLE FAMILY DWELLING UNIT	$280000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FLORESVE		INEZ M ANDERSON 2009 REVOC TR		Ocean View	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 11	Ingleside				(37.72059522890, -122.45245394200)
Mixres	APN 1609021F	700 36TH AV			1	CONSTRUCTION	03/31/2017	6	6	0	0				2009	Vacant lot. Contruct new 6-unit residential building above retail.	200809262781	TO ERECT 4 STORIES, NO BASEMENT, 6 UNITS RESIDENTIAL WITH COMMERCIAL BUILDING.	$3455948.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASTARR				Outer Richmond	NC-2	Mixed Use	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X	SUPERVISORIAL DISTRICT 1	Richmond				(37.77554028710, -122.49601103000)
Visitor	APN 3794006	701 03RD ST			1	BP ISSUED	11/29/2016	0	0	0	0				2014-002024PRJ	Demolition of an existing Limited Restaurant (McDonald's) and new construction of an eleven (11) story hotel with ground floor retail, off-street parking, loading, and bicycle parking.  Open space at the ratio of one (1) sq ft for every 250 sq ft of buil	201605127267	ERECT 11-STORY hi-rise, Type 1-B, 230 ROOMS R-1 (with A-2, A-3, B, M, U & S Accessory occupancies), 1 BASEMENT, WITH A ROOF TERRACE AND GROUND FLOOR RETAIL BUILDING.	$34788000.00	TOURIST HOTEL/MOTEL	103051	101335	0	0	0	0	0	0	0	0	2000	284	101051	101051	RSUCRE	Stanton Architecture		4158659600	South of Market	MUO	Mixed Use	MIXED USE-OFFICE	105-F	SUPERVISORIAL DISTRICT 6	South of Market	Eastern Neighborhoods w/Valencia; East SoMa (EN); Eastern Neighborhoods (Complete)			(37.77881739550, -122.39225610600)
Resident	APN 4078018	701 HAMPSHIRE ST			0	BP FILED	01/24/2017	8	2	0	0				2017-001225PRJ	"CREATE 2 NEW DWELLING UNITS @ GROUND FLR ENCLOSED CARPORT SPACE. VERTICAL ADDITION 2 UPPER UNITS DESIGNATED ""CONFORMING UNITS"" EXPANDED TO (N) 4TH STORY. (4) (E) UNIT INTERIOR SIZE TO REMAIN THE SAME. GARAGE FOR (1) CAR & (7) BICYCLE PARKING SPACES ACCES"	201701247741	"CREATE 2 NEW DWELLING UNITS @ GROUND FLR ENCLOSED CARPORT SPACE. VERTICAL ADDITION 2 UPPER UNITS DESIGNATED ""CONFORMING UNITS"" EXPANDED TO (N) 4TH STORY. (4) (E) UNIT INTERIOR SIZE TO REMAIN THE SAME. GARAGE FOR (1) CAR & (7) BICYCLE PARKING SPACES ACCES"	$495000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SAMONSKY	Troy Kashanipour Architecture		4154310869	Mission	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 10	Mission	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	"Y
(37.76039614290, -122.40786204500)"
Resident	APN 5896022	701 SILVER AV			1	CONSTRUCTION	12/15/2015	1	1	0	0						201312043311	ERECT 3 STORY SINGLE FAMILY DWELLING.	$838295.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TCHANG				Excelsior	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 11	South Central				(37.72909327800, -122.42165638900)
Mixres	APN 2408001	701 TARAVAL ST			1	BP APPROVED	12/07/2015	3	3	0	0				2014	Variance request to the parking requirement of P.C. Sec. 145 for the demolition of a commercial structure with the reconstruction of a multi-use commercial/residential building with 3 res / 1 commercial.	201406067695	ERECT 4 STORY 3 UNITS CONDO, NO BASEMENT & COMMERCIAL BUILDING.	$1800000.00	APARTMENTS	1536	-360	0	0	0	0	0	0	0	0	1536	-360	0	0	TCHANG	Rita Hui	My My Ly	415-682-8060	Parkside	NC-2	Mixed Use	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X	SUPERVISORIAL DISTRICT 7	Inner Sunset				(37.74288900570, -122.47371311800)
Mixres	APN 3706093	706 MISSION ST		MEXICAN MUSEUM & RESIDENTIAL TOWER PROJECT	1	BP ISSUED	10/27/2015	185	185	0	0	Fee Payment	Rental		2008	The proposed project would result in partial demolition and rehabilitation of the Arson Mercantile Building into a new 42-story, 500-foot high building containing 185 residences, retail, and the 36,560 sf Mexican Musuem. The proposed project would also i	201312204747	"(N) 46-STORY TOWER ADDITION TO THE (E) HISTORIC 10-STORY BLDG. 
(R-2,M,A-2,A-3,S-1,S-2,H-3)"	$210000000.00	APARTMENTS	174400	25570	0	0	0	0	0	-119330	0	0	174400	144900	0	0	SJONES	Sean Jeffries	Sean Jeffries	593-1100	Financial District	C-3-R	Commercial	DOWNTOWN- RETAIL	400-I	SUPERVISORIAL DISTRICT 6	Downtown	Yerba Buena; Downtown; Downtown Streetscape Plan		Adopted	"Y
(37.78620609680, -122.40253249000)"
Retail/Ent	APN 5375059	707 BAY SHORE BL			0	PL FILED	01/03/2015	0	0	0	0				2015-000063PRJ	Change of use from a vacant warehouse to a Formula Retail Furniture store.			$0.00		25447	0	0	0	0	0	0	0	0	-25447	25447	25447	0	0	EJARDINE	Ashley Furniture Store		951-894-7988	Bayview	PDR-2	Industrial	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	65-J	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point; Bayshore Boulevard			(37.73597064240, -122.40613867800)
