PROJECT_TYPE	APN	NAMEADDR	Alias	BESTSTAT	BESTDATE	Entitlement	PLN_CASENO	BP_APPLNO	PROPUSE	PLN_DESC	BP_DESC	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	FILEDATE	PLANNER	APPLICANT	CONTACT	CONTACTPH	SOURCE	Supe_District	PLAN_AREA	PLAN_DISTRICT	NEIGHBORHOOD	ZONING_SIM	ZONING_DISTRICT	HEIGHT_DISTRICT	Location
Resident	APN 0539031	2237 UNION ST		BP FILED	05/08/2014	0		201405085281	2 FAMILY DWELLING		HORIZONTAL ADDITION & REMODEL. WK INCL ADD ELEVATOR, REBUILD IN-KIND PREVIOUSLY (E) CONICAL ROOF OVE	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D2		Marina	Marina	NCD	UNION STREET NEIGHBORHOOD COMMERCIAL	40-X	(37.79671531780, -122.43617247900)
Resident	APN 0119017	852 GREEN ST		BP FILED	04/18/2014	0		201404183603	2 FAMILY DWELLING		PARTIAL THIRD FLOOR ADDITION FOR 3 NEW BEDROOMS, PARTIAL FOURTH FLOOR ADDITION FOR 1 NEW FAMILY ROOM	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D3		Northeast	Russian Hill	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	40-X	(37.79927114250, -122.41320631800)
Resident	APN 7147050	177 SAGAMORE ST		BP FILED	03/21/2014	0		201403211380	1 FAMILY DWELLING		"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		Ingleside	Ocean View	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71112298120, -122.45828956400)
Resident	APN 7085017	119 VERNON ST		BP FILED	02/06/2014	0		201402067966	1 FAMILY DWELLING		TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		Ingleside	Ocean View	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71468291870, -122.46827829900)
Resident	APN 5948026B	5 NAPLES ST		CONSTRUCTION	07/09/2015	-1		201402249169	1 FAMILY DWELLING		ERECT 2-STORY, 1 BASEMENT, TYPE V, 1 DWELLING UNIT BUILDING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		South Central	Excelsior	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72834804900, -122.42519572900)
Resident	APN 5948026A	3 NAPLES ST		CONSTRUCTION	05/20/2015	-1		201402249163	1 FAMILY DWELLING		ERECT 2-STORY, 1 BASEMENT, TYPE V, 1 DWELLING UNIT BUILDING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		South Central	Excelsior	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72840693240, -122.42515127300)
Resident	APN 4149019	2938 23RD ST		CONSTRUCTION	06/26/2015	-1	2014.0175	201306250395	2 FAMILY DWELLING	Variance request to the rear yard and exposure requirement of P.C. Sec. 134 and 140 to permit the legalization of a second dwelling unit withing the RH-2 Zoning District.	CONVERT NON-HABITAL SPACE ON 1ST FLOOR TO IN-LAW UNIT - 1 BATHROOM, 1 BEDROOM, 1 KITCHEN TO ADD WITH	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/31/2014	DHARRIS	Annette Monteil	Annette Monteil	415-550-7043	CASE TRACKING	D9	Mission (EN)	Mission	Mission	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.75448555690, -122.41090476000)
Resident	APN 2652010	132 CORBETT AV		PL APPROVED	07/10/2014	-1	2014.0016			Variance request to create a second dwelling unit within the rear yard requirement.		2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/03/2014	TCHANG	Jean Miu	Jeff Burris	415 336-5143	CASE TRACKING	D8		Central	Castro/Upper Market	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.76186080480, -122.44127466700)
Resident	APN 2623074	53 STATES ST		PL FILED	01/31/2014	0	2014.0177			Mandatory Discretionary Review for the Demo/Reconstruction of a Single Family Dwelling to a Two Unit Building with parking.		2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/31/2014	DVU	Marvin & Elisabeth Tien	Jill Allen	415-558-9550	CASE TRACKING	D8		Buena Vista	Castro/Upper Market	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.76317626190, -122.43645582500)
Resident	APN 6478031	495 MORSE ST		BP ISSUED	05/15/2009	-1	2008.0998	200707096216	1 FAMILY DWELLING		ERECT A 3 STORY ONE FAMILY DWELLING UNIT	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/09/2007					PERMIT TRACKING	D11		South Central	Crocker Amazon	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71205020960, -122.44223906300)
Resident	APN 2614048	259 ROOSEVELT WY		BP FILED	02/25/2014	0	2014.0445	201402259241		Discretionary Review for the demolition and reconstruction project to remove one existing dwelling unit and replace it with a two unit structure.	DEMOLISH 2 STORIES SINGLE FAMILY RESIDENCE.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/27/2014		Andrew J Greene	Warner Schmalz	415-252-7063	CASE TRACKING	D8		Buena Vista	Castro/Upper Market	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.76567209740, -122.44026438500)
Resident	APN 5896022	701 SILVER AV		BP ISSUED	12/19/2014	-1		201312043311	1 FAMILY DWELLING		ERECT 3 STORY SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		South Central	Excelsior	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72909327800, -122.42165638900)
Resident	APN 1068004	74 BLAKE ST		CONSTRUCTION	07/08/2015	-1		201401317585	1 FAMILY DWELLING		TO ERECT 2 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D2		Richmond	Presidio Heights	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.78256720440, -122.45092352600)
Resident	APN 6435012	23 CANYON DR		BP FILED	12/26/2013	0		201312265039	1 FAMILY DWELLING		ERECT 3-STORY SINGLE FAMILY RESIDENCE.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		South Central	Crocker Amazon	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	40-X	(37.70845909950, -122.43192305100)
Resident	APN 3730118	1117 HOWARD ST		BP FILED	01/30/2014	0		201401307462	1 FAMILY DWELLING		CHANGE OF USE. COMPLY W/ NOV 201279657, DEMO INTERIOR, CONSTRUCT 2 BEDROOMS, 1-1/2 BATHS, MEDIA ROOM	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D6	Western SoMa (EN); South of Market	South of Market	South of Market	WMUG	WSOMA MIXED USE-GENERAL	55-X	(37.77748651020, -122.40955757600)
Resident	APN 3636027	1181 VALENCIA ST		BP APPROVED	07/14/2015	-1		201403100278	APARTMENTS		REMODEL & LEGALIZE RESIDENTIAL 3RD UNIT AT THE GROUND FLOOR. COMPLIANCE WITH ORDINANCE NO. 155-13 NO	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	NCT	VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT	55-X	(37.75406554320, -122.42048735400)
Resident	APN 3612017A	787 TREAT AV		BP FILED	03/17/2014	0		201403170852	APARTMENTS		AT 2/FL, DIVIDE 2/FL SPACE TO 2 SEPARATE UNITS WITH NEW KITCHEN, BATHROOM AND BEDROOM & STUDY.	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.75767358530, -122.41331292200)
Resident	APN 2362019	2332 TARAVAL ST		BP ISSUED	05/21/2015	-1		201401287236	APARTMENTS		WORK ON SECOND FLR. CHANGE DANCE STUDIO INTO ONE RESIDENTIAL UNIT.  APPLY FOR PARKING REDUCTION. SIT	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Parkside	NCD	TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT	40-X	(37.74260872660, -122.49135239200)
Resident	APN 1416003	225 17TH AV		BP FILED	03/26/2014	0		201403261777	2 FAMILY DWELLING		2-STORY VERTICAL ADDITION & HORIZONTAL ADDITION AT FRONT. CONVERT SINGLE FAMILY HOME TO 2-UNIT RESID	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Inner Richmond	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.78378307080, -122.47673397700)
Resident	APN 3727045	618 NATOMA ST		PL FILED	09/13/2014	0	2014.1409			Variance request to the open space requirement to permit the conversion of storage space to habitable space as part of the creation of a new dwelling unit.		6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/13/2014		Michael Smith	Javier Solorzano	415-724-5240	CASE TRACKING	D6	Western SoMa (EN); South of Market	Downtown	South of Market	RED	SOUTH OF MARKET RESIDENTIAL ENCLAVE	40-X	(37.77812994310, -122.41057077800)
Resident	APN 1227003	413 SHRADER ST		CONSTRUCTION	06/22/2015	-1		201401176600	2 FAMILY DWELLING		REMODEL INTERIOR OF (E) BLDING AS INDICATED ON PLANS. REPLACE (E) WINDOWS WITH NEW WINDOWS TO MATCH	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D5		Buena Vista	Haight Ashbury	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	40-X	(37.77073881300, -122.45246114900)
Resident	APN 5934026	161 UNIVERSITY ST		BP FILED	12/12/2014	0		201412123685	2 FAMILY DWELLING		LEGALIZE UNIT ON GROUND FLOOR PER ORDINANCE #43-13.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9		South Central	Excelsior	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72796636480, -122.41435223800)
Resident	APN 1334040	107 24TH AV		CONSTRUCTION	02/27/2013	-1		200701101393	1 FAMILY DWELLING		TO ERECT 3 STORIES, SINGLE FAMILY RESIDENT BUILDING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/10/2007					PERMIT TRACKING	D2		Richmond	Outer Richmond	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	40-X	(37.78727886480, -122.48442850800)
Resident	APN 7091025	200 BRIGHT ST		PL APPROVED	07/31/2014	-1	2013.141			Variance request to the rear yard requirement of P.C. Sec. 134(a)(1) to permit the conversion of a vacant commercial space to a second dwelling unit.  And a variance to P.C. Sec. 151.1 to only provide one parking space as only one currently exists.		2	1	0	0	0	-980	0	0	0	0	0	0	0	0	0	-980	0	0	10/04/2013	DWASHING	Yingyu Cai	Yingyu Cai	415-321-0929	CASE TRACKING	D11		Ingleside	Ocean View	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	40-X	(37.71454906760, -122.46335565100)
Resident	APN 4145012	2356 BRYANT ST		BP ISSUED	10/31/2014	-1		201311273026	APARTMENTS		2 STORY REAR ADDITION. CONVERT 1ST FLOOR USABLE AREA INTO NEW RESIDENTIAL UNIT & EXPAND INTO GARAGE.	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.75664527570, -122.40981559300)
Resident	APN 4219043	1123 CAROLINA ST		BP FILED	02/20/2014	0		201402208929	2 FAMILY DWELLING		CHANGE OF USE . ADD 1 NEW BEDROOM, BATHROOM, ADD 4 NEW WINDOWS, REPLACE 2 WINDOWS. CHANGE OF USE FRO	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Showplace Square/Potrero Hill (EN)	South of Market	Potrero Hill	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.75430694780, -122.39931684000)
Resident	APN 1253009	735 CLAYTON ST		BP FILED	08/22/2013	0		201308225028	APARTMENTS		LEGALIZING (E) UNIT @ TOP FL TO COMPLY W/ NOV 201228902, INTERIOR REMODEL @ ALL FLOORS, POST REMOVE	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D5		Buena Vista	Haight Ashbury	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.76813562370, -122.44857803200)
Resident	APN 6086012C	203 RUSSIA AV		BP ISSUED	03/25/2015	-1		201307021054	2 FAMILY DWELLING		CHANGE OF USE FROM VACANT COMMERCIAL SPACE TO NEW RESIDENTIAL UNIT AT GROUND FLOOR.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		South Central	Excelsior	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.72091886050, -122.43532369800)
Resident	APN 5514002	1510 YORK ST		BP FILED	09/19/2014	0		201409196840	2 FAMILY DWELLING		REPLACE FRONT STAIRS. ADD (N) STAIRS TO (N) EXTENSION UNDER (E) DECK. ADD 2 BATHS & 1 LAUNDRY ROOM A	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9		Bernal Heights	Bernal Heights	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.74786107310, -122.40784763300)
Resident	APN 5410008	56 LUCY ST		CONSTRUCTION	05/26/2015	-1		201308235132	2 FAMILY DWELLING		NEW ENTRY DOOR, HALLWAY & KITCHEN TO CREATE 2ND DWELLING UNIT ON LEVEL 1 WITHIN EXISTING FOOTPRINT.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Bayview Hunters Point	South Bayshore	Bayview	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.73006199590, -122.39371847800)
Resident	APN 4080015	720 YORK ST		BP FILED	07/30/2013	0		201307303167	ARTIST LIVE/WORK		ADD SECONDARY EXIT STAIR PER RESIDENTIAL BUILDING CODE. CHANGE FROM ART STUDIO TO CONDO UNIT.	37	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Mission (EN)	Mission	Mission	UMU	URBAN MIXED USE	58-X	(37.75982585100, -122.40920291500)
Resident	APN 3731119	49 MOSS ST		CONSTRUCTION	05/20/2015	-1	2013.1068	201308093998	1 FAMILY DWELLING	Variance request to the rear yard requirement of P.C. Sec. 134 to permit the conversion of an industrial use building to a single family dwelling.	SITE PERMIT ONLY, CHANGE OF USE FROM INDUSTRIAL TO RESID'L INCLUDING 3 BEDROOMS, 1 KITCHEN, 3.5 BATH	1	1	0	0	0	-5000	0	0	0	0	0	0	0	-5000	0	0	0	0	08/08/2013	JSPEIRS	Lloyd & Diana Taylor	Daniel Robinson	415-487-2050	CASE TRACKING	D6	East SoMa (EN); South of Market	South of Market	South of Market	RED	SOUTH OF MARKET RESIDENTIAL ENCLAVE	45-X	(37.77795494510, -122.40798622200)
Resident	APN 3637010	1150 SOUTH VAN NESS AV		BP APPROVED	05/20/2014	-1		201307252822	APARTMENTS		INSTALL NEW DWELLING UNIT IN EMPTY GROUND FL STORAGE PARKING AREA. REMOVE EXISTING GARAGE DOOR AND R	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	50-X	(37.75470847840, -122.41683993500)
Resident	APN 3625011A	3932 23RD ST		BP ISSUED	06/22/2015	-1		201307292931	APARTMENTS		REMODEL STORAGE AREA BEHIND GARAGE TO NEW  STUDIO APARTMENT. ADD TUB/ SHOWER AT EXTG 1/2 BATH.	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Noe Valley	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.75335351070, -122.43062872400)
Resident	APN 2659054	349 CORBETT AV		BP ISSUED	09/16/2014	-1		201307292973	2 FAMILY DWELLING		INSTALL ONE RESIDENTIAL DWELLING UNIT AT LOWER LEVEL. LEGALIZE (E) 2ND UNIT.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Castro/Upper Market	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.75974701120, -122.44506471800)
Resident	APN 1806019A	1474 48TH AV		BP ISSUED	03/12/2015	-1	2014.1044	201309126610	2 FAMILY DWELLING	REAR HORIZONTAL ADDITON OF TWO STORY BUILDING. PROVIDE ADDITIONAL DWELLING UNIT AT GROUND FLOOR.	REAR HORIZONTAL ADDITON OF TWO STORY BUILDING. PROVIDE ADDITIONAL DWELLING UNIT AT GROUND FLOOR.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/07/2014					PERMIT TRACKING	D4	Western Shoreline	Outer Sunset	Outer Sunset	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.75896644150, -122.50764242000)
Resident	APN 4274001	1302 YORK ST		CONSTRUCTION	07/22/2015	-1		201310119147	APARTMENTS		CHANGE OF USE FROM R3 2-UNIT RESIDENTIAL TO R2 3-UNIT RESIDENTIAL. CONVERT 1ST FL (E) LIVING SPACE I	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.75111467730, -122.40824996900)
Resident	APN 1628028	618 17TH AV		BP ISSUED	06/29/2015	-1		201309126618	2 FAMILY DWELLING		REAR HORIZONTAL & VERTICAL ADDITION, ADDITIONAL UNIT, ADDITION BATHROOMS & BEDROOMS.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Inner Richmond	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.77629064810, -122.47553392500)
Resident	APN 2038A018	1762 12TH AV		BP FILED	07/15/2013	0		201307151824	1 FAMILY DWELLING		ERECT 3-STORY, TYPE 5, SINGLE FAMILY RESIDENCE.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D7		Inner Sunset	Inner Sunset	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.75528698600, -122.46859396400)
Resident	APN 1222043	1535 OAK ST		CONSTRUCTION	04/23/2015	-1		201308083897	1 FAMILY DWELLING		(REAR BLDG)COVERT/LEGALIZE(E)REAR YARD STRUCT WHICH IS CURRENTLY PERMITTED AS A GARAGE INTO(1) RES'D	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D5		Buena Vista	Haight Ashbury	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	40-X	(37.77192780240, -122.44460001700)
Resident	APN 0300015	967 SUTTER ST		CONSTRUCTION	11/21/2014	-1		201307313198	APARTMENTS		REMODELING OF THREE RESIDENTIAL DWELLING UNITS. LEGALIZE EXISTING 3RD RESIDENTIAL UNIT.	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D3		Downtown	Downtown/Civic Center	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	80-A	(37.78796859120, -122.41622849400)
Mixres	APN 6968008	5000 MISSION ST		BP FILED	07/30/2013	-1	2013.0555	201307303164		Variance request to open space, exposure, and parking requirements for a change of use from retail to mixed use retail/residential.	CONVERSION OF (E) SINGLE RESIDENTIAL UNIT ABOVE (E) COMMERICAL TO 2 RESIDENTIAL UNITS ABOVE (E) COMM	2	1	0	0	1937	0	0	0	0	0	0	0	0	0	1937	0	0	0	05/03/2013	DWASHING	Kuan W Chow Kent Chow	Brett Gladstone	415-995-5065	CASE TRACKING	D11		South Central	Outer Mission	NCD	EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT	40-X	(37.71854450020, -122.43978213100)
Resident	APN 6942028	344 HOLLOWAY AV		PL FILED	05/03/2013	0	2013.0553			Remodel and addition of a new dwelling unit to existing single family structure		2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/03/2013	MSMITH	Gerald Green	Gerald Green	415-377-5286	CASE TRACKING	D7		Ingleside	Ocean View	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.72206340000, -122.45691208800)
Resident	APN 6612026	2127 CASTRO ST		CONSTRUCTION	05/20/2015	-1		201306068799	1 FAMILY DWELLING		TO ERECT 3 STORIES, ONE SINGLE FAMILY.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Noe Valley	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.74444710150, -122.43310036300)
Resident	APN 2406037	2451 19TH AV		CONSTRUCTION	11/18/2014	-1		201304184893	1 FAMILY DWELLING		ERECT 2-STORY SINGLE FAMILY TYPE V BUILDING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Parkside	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	40-X	(37.74205526620, -122.47595970300)
Resident	APN 2038A019	1758 12TH AV		BP ISSUED	08/19/2014	-1		201305298094	1 FAMILY DWELLING		ERECT 3-STORY TYPE V SINGLE FAMILY RESIDENCE.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D7		Inner Sunset	Inner Sunset	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.75535554060, -122.46859872200)
Resident	APN 2038A013	1769 11TH AV		BP ISSUED	10/07/2014	-1	2014.0059	201306068876	1 FAMILY DWELLING	New construction of a three-story 4,625 sf single-family home with two parking spaces.	TO ERECT 3 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/08/2014					PERMIT TRACKING	D7		Inner Sunset	Inner Sunset	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.75523669220, -122.46817430800)
Resident	APN 1511034	546 34TH AV		CONSTRUCTION	04/06/2015	-1	2013.0817	201305156961		Demo single family dwelling & build new 3 story building		2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/18/2013	LLYNCH	Gabriel  Ng	Gabriel  Ng	415-682-8060	CASE TRACKING	D1		Richmond	Outer Richmond	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.77871042030, -122.49398192700)
Resident	APN 1050007	1801 SCOTT ST		BP ISSUED	12/11/2014	-1	2013.0774	201311222590		Replacement of parking lot with a single family dwelling	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/11/2013	GCABRERO	HARVEY HACKER	HARVEY HACKER	415-957-0579	CASE TRACKING	D2		Western Addition	Western Addition	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.78649086200, -122.43860173300)
Resident	APN 1805006	1433 48TH AV		BP ISSUED	04/13/2015	-1		201309197251	2 FAMILY DWELLING		CONVERT THE (E) TWO STORY SINGLE FAMILY DWELLING INTO TWO NEW DWELLING UNITS. ADD 3RD STORY WITH ROO	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4	Western Shoreline	Outer Sunset	Outer Sunset	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.75965832600, -122.50834941800)
Resident	APN 6208056	138 ALPHA ST		BP ISSUED	04/25/2013	-1	2007.0234	200806194898	1 FAMILY DWELLING		CONSTRUCT A NEW 3 STORY, SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/19/2008					PERMIT TRACKING	D10		South Central	Visitacion Valley	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71416638070, -122.40434886600)
Resident	APN 4003006	238 MISSOURI ST		CONSTRUCTION	07/09/2015	-1		201310038371	APARTMENTS		4TH STORY ADDITION, 2 STORY ADDITION W/ROOF DECK AT REAR YARD, ADDITION OF 3RD UNIT AT 1ST FLR(BASEM	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Showplace Square/Potrero Hill (EN)	South of Market	Potrero Hill	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.76336608350, -122.39691502900)
Resident	APN 6662007	22 FAIRMOUNT ST		CONSTRUCTION	05/08/2015	-1		201312093701	2 FAMILY DWELLING		NEW 1 BEDROOM IN-LAW UNIT AT REAR HORIZONTAL ADDITION. REAR ADDITION ON THE (E) 1ST FL DECK TO ACCOM	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Glen Park	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.73923483540, -122.42517764700)
Resident	APN 6659006	1749 DOLORES ST		CONSTRUCTION	06/18/2015	-1		201312305300	2 FAMILY DWELLING		HORIZONTAL FRONT ADDITION ON UPPER CREAT NEW 2ND DWELLING UNIT ON LOWER LEVEL, (NO INCREASE IN SQ FT	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Bernal Heights	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.74162046810, -122.42384630600)
Resident	APN 3552008	1936 FOLSOM ST		BP APPROVED	06/06/2014	-1		201311010933	2 FAMILY DWELLING		FROM SINGLE FAMILY TO MULTI FAMILY UNIT CONVERSION. RECONFIGURE 2ND STORY ENTRY. REHABILITATE 3RD FL	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	55-X	(37.76631341840, -122.41575877600)
Resident	APN 2701A019	4621 19TH ST		PL FILED	04/14/2014	0	2014.0543		2 FAMILY DWELLING	RENOVATION OF AN (E) SINGLE FAMILY RESIDENCE INCLUDING REAR & VERTICAL ADDITIONS, CONSTRUCTION OF SECOND UNIT OF REAR ADDITION, ASSOCIATED STRUCTURAL, MECHANICAL, ELECTRICAL, PLUMBING,LANDSCAPING.		2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/14/2014					PERMIT TRACKING	D8		Central	Castro/Upper Market	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.75878245710, -122.44116453100)
