PROJECT_TYPE	APN	NAMEADDR	Alias	Entitled	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLENET	SECTION415	AFF_TARGET	TENURE_TYPE	DA	CASENO	PLN_DESC	BPAPPLNO	BP_DESC	COST	EXISTUSE	PROPUSE	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	VISIT_EXIST	VISIT	VISITNET	PLANNER	APPLICANT	CONTACT	CONTACTPH	NEWNEIGHBO	Zoning_Simplified	Zoning_Generalized	ZONING	HEIGHTLIMIT	SUPDIST	PLNGAREA	Location
Resident	APN 6079029	443 MADRID ST		FALSE	BP FILED	05/13/2015 12:00:00 AM	2	1									201505136188	NEW KITCHEN AREA ON 1ST FLOOR & LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-14. 1 BEDROOM, 1 LIVING ROOM, KITCHEN & 1 BATHROOM.	6000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			NKWIATKO											(37.7223052979, -122.4319458008)
Resident	APN 2828016A	4466 24TH ST		TRUE	BP ISSUED	07/27/2017 12:00:00 AM	2	1							2015-014612PRJ	Proposed vertical and horizontal addition to (E) SFH to create (N) 2-unit dwelling. Vertical addition into rear yard and horizontal addition of 2 levels. Alterations to (E) facade.	201603293298	CONVERT (E) 1-STORY OVER GARAGE SINGLE FMAILY HOME TO (2) UNITS. RENOVATE/EXPAND BLDG CONSIST OF (2) UNITS FROM BASEMENT TO 3RD FLOORS & (1) PARKING SPACE/UNIT. REMOVE (E) REAR WALL, HORIZONTAL EXPANSION INTO REAR YARD, VERTICAL EXPANSION OF (2) STORIES.	920000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			ERUSSELL	Kerman/Morris Architects, LLP	"Edward D. Morris ""Toby"""	4157490302								(37.7510490417, -122.442199707)
Resident	APN 2628034	4500 17TH ST		FALSE	BP FILED	03/20/2015 12:00:00 AM	1	1									201503201411	ERECT 4-STORY, 1 BASEMENT, TYPE 5A, SINGLE FAMILY DWELLING UNIT BLDG.	2000000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			EJACKSON											(37.7620697021, -122.4454269409)
Resident	APN 2691043	4517 18TH ST		FALSE	BP FILED	11/07/2016 12:00:00 AM	3	1							2016-014999PRJ	PER ORDINANCE# 162-16. BUILD AN ADU IN THE BOTTOME LEVEL. 2 BEDROOMS & 1 BATH.	201611072159	PER ORDINANCE# 162-16. BUILD AN ADU IN THE BOTTOME LEVEL. 2 BEDROOMS & 1 BATH.	150000	2 FAMILY DWELLING	APARTMENTS	0	0																			TKENNEDY	PETRONI LORD LEO PETRONI	PETRONI LORD LEO									(37.760383606, -122.4397888184)
Resident	APN 2691040	4529 18TH ST		FALSE	BP FILED	12/08/2015 12:00:00 AM	2	1									201512084415	REAR BLDG. LEGALIZE HABITABLE WORKSPACE FOR NEW IN-LAW. ADD CLOSET, KITCHEN CABINETS, MICROWAVE, REFGRIGERATOR, SINK, SHOWER.	12000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0														(37.7603263855, -122.4400863647)
Resident	APN 6996010	453 RALSTON ST		FALSE	BP FILED	12/17/2015 12:00:00 AM	2	1									201512175380	LEGALIZE AS BUILT UNIT ON 1ST FLOOR PER PLAN. PER ORDINANCE 43-14.	5000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			YEUNGMIN											(37.7206306458, -122.4692382812)
Resident	APN 7104024	454 CAPITOL AV		FALSE	BP FILED	07/19/2016 12:00:00 AM	3	1									201607192776	CONVERT E GROCERY STORY INTO DWELLING UNIT (770 SF) NO WORK IN REAR SPACE	60000	RETAIL SALES	2 FAMILY DWELLING	0	0																			ADINASEE											(37.7147941589, -122.4587631226)
Resident	APN 0867031	457 WALLER ST		TRUE	CONSTRUCTION	09/25/2017 12:00:00 AM	1	1									201404012185	REAR BUILDING. ERECT A 3 STORIES, NO BASEMENT, TYPE 5, SINGLE FAMILY DWELLING.	523000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			LAJELLO					RTO	Residential	RTO	40-X			(37.7707977295, -122.4311599731)
Resident	APN 1533029	458 12TH AV		TRUE	CONSTRUCTION	05/31/2017 12:00:00 AM	3	1							2016-000851PRJ	Approved 4/26/2016, per NSR #2016K230986 recorded on 4/15/2016, to legalize a third dwelling unit at the ground floor of an existing two-family two-story (over garage) residential dwelling, per Section 207.3 (Ord #43-14). The project includes the addition	201601147151	UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZE AS BUILT UNIT #3 ON 1ST FLOOR 2 BEDROOMS, KITCHEN, LIVING ROOM, BATHROOM.	81752	2 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			CLARKECO	LOCK KENNETH 	LOCK KENNETH									(37.7795791626, -122.4702911377)
Resident	APN 7541018	46 DIGBY ST		FALSE	BP Filed	05/08/2017 12:00:00 AM	2	1		0							201705085986	ADD UNIT PER ORD 162-16. CONVERT AN EXISTING SPACE INTO AN AUXILLARY DWELLING UNIT. REMOVE & REPLACE	90000		2 FAMILY DWELLING	0	0			0			0			0			0			0			0												(37.7397651672, -122.4323806763)
Resident	APN 5306025	4616 03RD ST		TRUE	CONSTRUCTION	11/01/2016 12:00:00 AM	2	1	2	1					2012.1406	Variance request to the exposure requirement of P.C. Section 140(a)(2) for the change of use from single dwelling unit to accomodate interior remodeling for an additional unit.  The open space does not meet the 25 foot minimum horizontal dimension in each	201303212727	"CONVERSION OF (E) SFD INTO A 2 FAMILY DWELLING BY CREATION OF DWELLING UNIT LOWER LEVE.
Add 1 DWELLING UNIT AT LOWER LEVEL of rear bldg; No CFC until easement has been recorded; see PA#201310169347."	57785	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			TLENANE	Linda Kahn	Linda Kahn	415-935-3641	Bayview	NC-3	Mixed Use	NC-3	40-X	10		(37.73620224, -122.3905944824)
Resident	APN 2701A019	4621 19TH ST		TRUE	CONSTRUCTION	09/26/2017 12:00:00 AM	2	1							2014.0543	RENOVATION OF AN (E) SINGLE FAMILY RESIDENCE INCLUDING REAR & VERTICAL ADDITIONS, CONSTRUCTION OF SECOND UNIT OF REAR ADDITION, ASSOCIATED STRUCTURAL, MECHANICAL, ELECTRICAL, PLUMBING,LANDSCAPING.	201312265013	RENOVATION OF AN (E) SINGLE FAMILY RESIDENCE INCLUDING REAR & VERTICAL ADDITIONS, CONSTRUCTION OF SECOND UNIT IN REAR ADDITION, ASSOCIATED STRUCTURAL, MECHANICAL, ELECTRICAL, PLUMBING,LANDSCAPING.	375000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			TCHANG					RH-2	Residential	RH-2	40-X	8		(37.7587814331, -122.4411621094)
Resident	APN 1464006	463 32ND AV		TRUE	BP ISSUED	04/04/2017 12:00:00 AM	2	1							2015-007042PRJ	Horizontal and 1-story vertical addition from 3 stories to 4 stories, raise building approximately 3 feet, and one unit to existing singe-family dwelling.	201506027757	HORIZONTAL & 1 STORY VERTICAL ADDITION. RAISE BUILDING APPROX 3'. ADD 1 UNIT TO (E) SINGLE FAMILY DWELLING. ORIGINAL UNIT WILL HAVE 3 BEDS & 3 BATH. NEW UNIT WILL HAVE 4 BEDS & 3 BATHS.	500000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			BBENDIX	Elaine Wong		(415) 682-80								(37.7804832458, -122.4926147461)
Resident	APN 6374028	463 SUNRISE WY		TRUE	CONSTRUCTION	11/21/2016 12:00:00 AM	2	1									201511122419	LEGALIZE AS-BUILT UNIT (#1) ON 1ST FLOOR PER PLAN. (2) BEDROOMS, (1) BATHROOM, KITCHEN.	70000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			SAMONSKY											(37.7097663879, -122.4170074463)
Resident	APN 6244036	469 RAYMOND AV		TRUE	BP REINSTATED	02/29/2012 12:00:00 AM	2	1							2009.0756	Demolish 1-story single-family residential building straddled in the middle of two lots and construct two single-family residential buildings on each lot.	200703025289	ERECT 3 STORIES, 1 BASEMENT, 1 DWELLING UNIT BLDG.	400000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			CTOWNES				Rest of City	RH-1	Residential	RH-1	40-X	10		(37.7145805359, -122.4129104614)
Resident	APN 1534027	470 11TH AV		TRUE	BP ISSUED	02/24/2017 12:00:00 AM	3	1							2016-006316PRJ	LEGALIZE UNIT ON 1ST FLOOR W/ 2 BEDROOMS, 1 KITCHEN & 1 FULL BATHROOM.	201604286003	LEGALIZE UNIT ON 1ST FLOOR W/ 2 BEDROOMS, 1 KITCHEN & 1 FULL BATHROOM. FIRE SPRINKLER UNDER SEPERATE PERMIT.	10000	2 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			JIMENEZS	TRAN THUY LUONG	LUONG TRAN THUY									(37.77942276, -122.4692077637)
Resident	APN 3050005	471 COLON AV		TRUE	BP ISSUED	07/07/2017 12:00:00 AM	2	1							2017-001489PRJ	LEGALIZE 2ND UNIT PER DRAWINGS A1 & A2 PER ORDINANCE 43-14 & COMPLY WITH NOV #201642311.	201701267990	LEGALIZE 2ND UNIT PER DRAWINGS A1 & A2 PER ORDINANCE 43-14 & COMPLY WITH NOV #201642311.	5000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0																			JIMENEZS	Will Revilock		4155190556								(37.7333030701, -122.4582366943)
Resident	APN 2711036	4741 19TH ST		FALSE	BP Filed	06/29/2017 12:00:00 AM	2	1		0							201706290690	CONVERSION OF GARAGE / STORAGE LEVEL TO INCLUDE A UNIT WHILE MAINTAINING PARKING. STUDIO UNIT TO INC	50000		2 FAMILY DWELLING	0	0			0			0			0			0			0			0												(37.7587203979, -122.4428634644)
Resident	APN 1470022	476 39TH AV		FALSE	BP Filed	05/25/2017 12:00:00 AM	2	1		0							201705257672	UNIT LEGALIZATION PER ORD #43-14	1		2 FAMILY DWELLING	0	0			0			0			0			0			0			0												(37.7799491882, -122.4994430542)
Resident	APN 3582014	476 NOE ST		TRUE	BP ISSUED	08/01/2017 12:00:00 AM	2	1							2016-005087PRJ	The project includes an expansion of the top floor through the addition of dormers, a stepped three-story horizontal addition at the rear of the existing building with a roof deck, an expansion of the existing garage opening at the front facade, and an ad	201604124546	HORIZONTAL & VERTICAL EXPANSION. ADDITION OF ROOF DECKS ON 2ND , 3RD & 4TH LEVELS. RENOVATION IS INTENDED FOR A COUPLE WITH A GROWING FAMILY WHO WILL OCCUPY THE 2ND - 4TH FLOORS. THE PROPOSED 1ST LEVEL WILL BE AN ADDED 2ND DWELLING UNIT ON THE PROPERTY.	400000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			NKWIATKO	PFLEGER FAMILY TRUST TRUST	PFLEGER FAMILY TRUST									(37.7613945007, -122.4331893921)
Resident	APN 7295018	477 EUCALYPTUS DR		TRUE	CONSTRUCTION	06/23/2017 12:00:00 AM	1	1									201302281136	TO ERECT 3 STORIES, TYPE 5-B, SINGLE FAMILY DWELLING.	890000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			JLOOK				Rest of the City	RH-1(D)	Residential	RH-1(D)	40-X	7		(37.7305030823, -122.4783859253)
Resident	APN 2769040	478 COLLINGWOOD ST		FALSE	BP FILED	01/26/2017 12:00:00 AM	1	1							2017-001495PRJ	FRONT LOT. CONSTRUCT 4-STORY, NO BASEMENT, TYPE VA, SINGLE FAMILY RESIDENTIAL. ** MAHER: N/A **	201701268017	"FRONT LOT. CONSTRUCT 4-STORY, NO BASEMENT, TYPE VA, SINGLE FAMILY RESIDENTIAL.
** MAHER: N/A **"	900000		1 FAMILY DWELLING	0	0																			FLORESVE	Elevation Architects		4155371125								(37.7547302246, -122.4358673096)
Resident	APN 6612032	479 28TH ST		FALSE	BP FILED	09/21/2016 12:00:00 AM	2	1							2016-012872PRJ	Demolition of an existing 3-story single family home. Construction of a new 5-story two unit dwelling.	201609218455	CONSTRUCT (N) 5-STORY MULTIFAMILY DWELLING UNIT	450000		2 FAMILY DWELLING	0	0																				PATEL TUSHAR  & TRIPATHI PRITI 	PATEL TUSHAR  & TRIPATHI PRITI	4156091097								(37.744682312, -122.4328994751)
Resident	APN 2627005	48 SATURN ST		FALSE	BP Filed	05/03/2017 12:00:00 AM	1	1		0							201705035635	ERECT 4-STORY, 1 BASEMENT, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.	600000		1 FAMILY DWELLING	0	0			0			0			0			0			0			0												(37.7629051208, -122.4420852661)
Resident	APN 1667024	4820 FULTON ST		TRUE	CONSTRUCTION	04/06/2017 12:00:00 AM	2	1									201503120626	CONVERT(E)GROUND FL GARAGE & STORAGE TO GARAGE & SEPARATE DWELLING UNIT BY BLDG(E)INTERIOR GARAGE SPACE & EXPAND 1-STORY INTO REARYARD.(N)GRND FL UNIT TO INCLUDE 1-BEDRM, 1-BATH, 1-KITCHN, CLOSETS, LAUNDRY & LIVING RM. ADD 2ND FL/REMODEL TO ACCOMODATE/REL	106000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			SYOUNG											(37.7728500366, -122.4835891724)
Resident	APN 6939001B	483 FAXON AV		FALSE	BP FILED	02/17/2016 12:00:00 AM	2	1							2016-002751PRJ	Legalize a second (2nd) dwelling unit at the ground floor of an existing single-family two-story residential dwelling, per Section 207.3 (Ord. 43-14). Revision to BPA #2014.1230.4759.	201602179855	REVISION TO PERMIT 201410300354 PER UNIT LEGALIZED ORDINANCE 43-14, LEGALIZE KITCHEN.	1	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			CLARKECO	LAU HELENE LAU	LAU HELENE									(37.7233352661, -122.4604415894)
Resident	APN 6652026	489 30TH ST		TRUE	BP ISSUED	02/03/2017 12:00:00 AM	2	1							2015-018068PRJ	Construct vertical and rear horizontal additions on an existing single-family residence to increase the dwelling count from one to two dwelling units. The project includes extensive remodeling of the interior and several changes to the exterior, including	201602018430	RENOVATION & ADDITION TO (E) SINGLE FAMILY HOME BY VERTICAL & HORIZONTAL ADDITION TO CREATE A TWO FAMILY HOME WITH TWO PARKING SPACES. NEW EXTEIROR MATERIALS, WINDOWS & DOORS FOR ENTIRE HOME, NEW LANDSCAPING OF FRONT YARD SEISMIC UPGRAD TO BLDG.	975000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			TRANNANC	Knock Architecture & Design	Ryan Knock	4152152647								(37.7416343689, -122.4306640625)
Resident	APN 3975003	489 UTAH ST		FALSE	BP FILED	03/22/2017 12:00:00 AM	1	1							2017-004349PRJ	CONVERT (E) REAR STED TO ACCESORY DWELLING UNIT. COMPLY WITH 201621234.	201703222064	CONVERT (E) REAR STED TO ACCESORY DWELLING UNIT.	25000	STORAGE SHED	1 FAMILY DWELLING	0	0																				Pat Buscovich		4157600636								(37.7635040283, -122.4060134888)
Resident	APN 6729067	49 SUSSEX ST		FALSE	BP FILED	09/16/2016 12:00:00 AM	1	1									201609168034	ERECT 4 STORIES, TYPE V, SINGLE FAMILY RESIDENCE.	900000		1 FAMILY DWELLING	0	0																			CTOWNES											(37.7365074158, -122.4338531494)
Resident	APN 3092033	524 MONTEREY BL		FALSE	BP FILED	12/30/2016 12:00:00 AM	2	1									201612306369	REVISION TO APPLN #201610180617. ERECT (N) UNIT TO (E) SINGLE FAMILY DWELLING. (N) KITCHEN ON 1ST FL.	6000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0																														(37.7318267822, -122.4471664429)
Mixres	APN 6631049	497 29TH ST		FALSE	BP Filed	09/13/2016 12:00:00 AM	4	1		0					2016-013458PRJ	ADD 1 UNIT = STUDIO UNIT WITH KITCHEN & 1 BATHROOM. REMODEL AN (E) UNIT.	201609137606	ADD 1 UNIT = STUDIO UNIT WITH KITCHEN & 1 BATHROOM. REMODEL AN (E) UNIT. SOFT STORY APPROVED PER #2016-0822-5608.	225000		APARTMENTS	500	0			0			0			0			0		500	0			0	SADINA	Hood Thomas		4153852303								(37.7432518005, -122.4308853149)
Resident	APN 6208027	497 CAMPBELL AV		FALSE	BP FILED	12/29/2014 12:00:00 AM	2	1									201412294552	LEGALIZ IN-LAW UNIT AT 1ST FLOOR PER ORDINANCE 43-14.	7000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			NKWIATKO											(37.7150115967, -122.4061508179)
Resident	APN 1289058	4971 17TH ST		FALSE	BP FILED	05/27/2016 12:00:00 AM	3	1							2016-008127PRJ	Legalize a third dwelling unit at the second floor of an existing two-family three-story residential dwelling, per Section 207.3 (Ord #43-14).	201605278561	"LEGALIZATION OF 2ND FLOOR UNIT PER ORDINANCE# 43-14. LEGALIZE KITCHEN, UPGRADE LIGHTING & SWITCHES, PROVIDE HYDRONIC HEATING. CONVERT 1ST FLOOR STORAGE AREA TO FAMILY ROOM & BEDROOM. PROVIDE SEPARATE METERS FOR GAS, ELECTRICAL AND WATER. 
(THIS APPLICATIO"	70000	2 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			CLARKECO	KWAN HENRY S & VICKY L KWAN	KWAN HENRY S & VICKY L									(37.7612915039, -122.4515533447)
Resident	APN 5577005	5, 9, 15, 21 JOY ST	15 JOY ST	FALSE	BP FILED	06/22/2015 12:00:00 AM	1	1							2015-008351PRJ	Construction of three new 2-story, single-family dwellings with no off-street parking.	201506229593	CONSTRUCT (N) 2-STORY SINGLE FAMILY DWELLING	471333		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			MPUTRA		HAYWARD DAVID ANTONY									(37.7436599731, -122.4068984985)
Resident	APN 5577006	5, 9, 15, 21 JOY ST	21 JOY ST	FALSE	BP FILED	06/22/2015 12:00:00 AM	1	1							2015-008351PRJ	Construction of three new 2-story, single-family dwellings with no off-street parking.	201506229594	CONSTRUCT (N) 2-STORY SINGLE FAMILY DWELLING	471333		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			MPUTRA		HAYWARD DAVID ANTONY									(37.7436561584, -122.4069824219)
Resident	APN 5577004	5, 9, 15, 21 JOY ST	9 JOY ST	FALSE	BP FILED	06/22/2015 12:00:00 AM	1	1							2015-008351PRJ	Construction of three new 2-story, single-family dwellings with no off-street parking.	201506229589	CONSTRUCT (N) 2-STORY SINGLE FAMILY DWELLING	471333		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			MPUTRA		HAYWARD DAVID ANTONY									(37.7436332703, -122.4068145752)
Resident	APN 5577004	5, 9, 15, 21 Joy Street	5 JOY ST	FALSE	BP FILED	06/22/2015 12:00:00 AM	1	1							2015-008351PRJ		201702270142	CONSTRUCT (N) 2-STORY SINGLE FAMILY DWELLING	900000		1 FAMILY DWELLING	0	0																			MPUTRA											(37.7436332703, -122.4068145752)
Resident	APN 5337033	50 BRIDGEVIEW DR		FALSE	BP FILED	06/01/2016 12:00:00 AM	2	1									201606018855	LEGALIZE (1) RESIDENTIAL UNIT @ (E) GARAGE LEVEL DOWN INTO (E) BASEMENT LEVEL BELOW; LEGALIZE ILLEGAL UNIT. REMOVE (E) REAR STAIRS & ADD (N) DECK. TO COMPLY W/ NOV #201533971	75000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			ADINASEE											(37.7348976135, -122.3942565918)
Resident	APN 5463001G	50 GOULD ST		FALSE	BP FILED	11/30/2015 12:00:00 AM	1	1									201511303659	ERECT A THREE STORIES OF ONE DWELLING UNITS.	200000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			EJARDINE											(37.722076416, -122.3981399536)
Resident	APN 2036B010	501 NORIEGA ST		TRUE	BP ISSUED	02/22/2017 12:00:00 AM	1	1							2016-002716PRJ	Proposed construction of (N) SFH on (E) empty lot.	201603081509	TO ERECT 4 STORIES, 1 BASEMENT, TYPE V-B, SINGLE FAMILY BUILDING.	575000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			EGORDON	Finbar Brody	Finbar Brody	4157608718								(37.7549972534, -122.4690246582)
Resident	APN 3579022	505 CHURCH ST		TRUE	CONSTRUCTION	07/27/2017 12:00:00 AM	11	1							2016-004354PRJ	CHANGE OF USE, CONVERT (E) SINGLE STORY DETACHED GARAGE TO APARTMENT PER SF ORDINANCE 30-15	201603283243	CHANGE OF USE, CONVERT (E) SINGLE STORY DETACHED GARAGE TO APARTMENT PER SF ORDINANCE 30-15	200000	PRKNG GARAGE/PRIVATE	APARTMENTS	0	0	0			0			0			0			0			0			JIMENEZS	505 CHURCH STREET ASSOCS LLC LLC	505 CHURCH STREET ASSOCS LLC									(37.7626533508, -122.4282913208)
Resident	APN 0215024	51 PRIEST ST		FALSE	BP FILED	03/20/2017 12:00:00 AM	2	1							2017-004138PRJ	ADD UNIT PER ORD 162-16. NEW DWELLING UNIT BEING ADDED AT GROUND FLOOR UNDER THE CITY'S ADU PROGRAM PER ORDINANCE 162-16. 1 BEDROOM, 1 BATHROOM AND 1 KITCHEN BEING ADDED	201703201830	ADD UNIT PER ORD 162-16. NEW DWELLING UNIT BEING ADDED AT GROUND FLOOR UNDER THE CITY'S ADU PROGRAM PER ORDINANCE 162-16. 1 BEDROOM, 1 BATHROOM AND 1 KITCHEN BEING ADDED	90000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0																				51 PRIEST LLC LLC	51 PRIEST LLC									(37.7937049866, -122.4153213501)
Resident	APN 7052043	511 LAKEVIEW AVE		FALSE	BP Filed	12/21/2016 12:00:00 AM	1	1		0					2017-000073PRJ	HORIZONTAL & VERTICAL ADDITION OVER GARAGE TO SINGLE FAMILY DWELLING, ADD TWO MASTER BEDROOMS, TWO BEDROOMS, LIVING ROOM, KITCHEN, DINING ROOM, OFFICE & HALF BATHS, EXERCISE ROOM.	201612215539	HORIZONTAL & VERTICAL ADDITION OVER GARAGE TO SINGLE FAMILY DWELLING, ADD TWO MASTER BEDROOMS, TWO BEDROOMS, LIVING ROOM, KITCHEN, DINING ROOM, OFFICE & HALF BATHS, EXERCISE ROOM.	340000		1 FAMILY DWELLING	0	0			0			0			0			0			0			0	DWASHING	Design Consultants Group, Inc.		4158317180								(37.718044281, -122.4545288086)
Resident	APN 3544038	52 LANDERS ST		FALSE	BP FILED	05/13/2016 12:00:00 AM	2	1									201605137455	CONVERT (E) BASEMENT (LEVEL 1) TO NEW 1 BEDROOM UNIT, 2 NEW WINDOWS & MODIFY WINDOW TO ALLOW FOR BEDROOM EGRESS/RESCUE	150000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			CAMPBELL											(37.7669448853, -122.4281082153)
Resident	APN 1550045	522 08TH AV		TRUE	CONSTRUCTION	09/21/2017 12:00:00 AM	2	1									201310310802	VERTICAL & HORIZONTAL REAR ADDITION OF (E) BUILDING. CONVERT SINGLE FAMILY DWELLING TO 2 UNITS BUILDING.	232000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			LAMORENA					RH-2	Residential	RH-2	40-X	1		(37.7785301208, -122.465927124)
Resident	APN 0829024	524 HICKORY ST		TRUE	BP ISSUED	01/09/2017 12:00:00 AM	1	1									201501297021	CONSTRUCT (N) 3-STORY SINGLE FAMILY RESIDENTIAL BUILDING.	770000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			JIMENEZS											(37.7749481201, -122.4285888672)
Resident	APN 1502002A	525 42ND AV		FALSE	BP FILED	08/11/2016 12:00:00 AM	2	1									201608114752	ADD UNIT IN FIRST LEVEL. REMODEL AREA BEHIND GARAGE FROM STORAGE TO LIVING UNIT. REMOVE CONCRETE SLAB TO LOWER SLAB. NEW BATHROOM AND KITCHEN, LIVING ROOM AND BEDROOM, CHANGE WINDOWS AND ADD REAR STAIRS. ADD ROOF DECK.	65000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0																			HKLINE											(37.7786941528, -122.5032272339)
Resident	APN 4013007	526 UTAH ST		TRUE	CONSTRUCTION	06/12/2017 12:00:00 AM	2	1									201205220992	REAR YARD ADDITION, DORMER ADDITION W/ BATH & CLOSET FLOOR 3. EXTERIOR STAIRCASE FROM FLOOR 3 TO REAR YARD. NEW KITCHEN, BATH, DECK FLOOR 2. (N) 2ND UNIT ON BOTTOM 2 FLOORS W/ KITCHEN, 2 BATHS, & 2 BEDROOMS.	200000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			BENDIX B				Showplace Square & Potr	RH-2	Residential	RH-2	40-X	10		(37.7626800537, -122.4065628052)
Resident	APN 3139026	529 FLOOD AV		FALSE	BP Filed	04/28/2017 12:00:00 AM	2	1		0							201704285148	UNIT LEGALIZATION ORD 43-14. LEGALIZATION OF A DWELLING UNIT INSTALLED WITHOUT A PERMIT. MINOR STRUC	22000		2 FAMILY DWELLING	0	0			0			0			0			0			0			0												(37.7296180725, -122.4517974854)
Resident	APN 5395042	53 LEDYARD ST		TRUE	BP FILED	07/22/2015 12:00:00 AM	1	1							2015-009848PRJ	LEGALIZE REAR COTTAGE TO 1 LEGAL RESIDENTIAL UNIT PER ORDINANCE 43-14	201507222196	LEGALIZE REAR COTTAGE TO 1 LEGAL RESIDENTIAL UNIT PER ORDINANCE 43-14	800	STORAGE SHED	1 FAMILY DWELLING	0	0	0			0			0			0			0			0			JIMENEZS		CHIONG CARMEN L									(37.7332191467, -122.4016952515)
Resident	APN 1043009	53 MANZANITA AV		TRUE	CONSTRUCTION	06/19/2017 12:00:00 AM	2	1							2013.1598	The proposal is to add a second dwelling on the ground floor of the subject two-story building, behind the existing garages.  All modifications are within the existing building envelope.	201305096539	THIS WORK WILL RESULT IN CREATION OF A NEW UNIT. CONSTRUCT NEW KITCHEN. CONSTRUCT 2 WOOD STUD-FRAMED PARTITION WALLS AT 1ST FLOOR.	14500	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			SLAI				Rest of the City	RH-2	Residential	RH-2	40-X	2		(37.7850036621, -122.4513549805)
Resident	APN 6665049	53 MIGUEL ST		FALSE	BP FILED	03/06/2015 12:00:00 AM	3	1							2015-005214PRJ	BUILDING UNIT COUNT VERIFICATION, legalizing unit, change of use, R3 to R2 to comply with Information Sheet FS-05...sprinkler 1st floor, 2 hr separation on ceiling. SPRINKLER ON SEPARATE PERMIT.	201503060173	BUILDING UNIT COUNT VERIFICATION, legalizing unit, change of use, R3 to R2 to comply with Information Sheet FS-05...sprinkler 1st floor, 2 hr separation on ceiling. SPRINKLER ON SEPARATE PERMIT.	100	2 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			NKWIATKO		JOHNASEN JORY P									(37.7391586304, -122.4293365479)
Resident	APN 2623074	53 STATES ST		FALSE	PL FILED	01/31/2014 12:00:00 AM	2	1							2014.0177	Mandatory Discretionary Review for the Demo/Reconstruction of a Single Family Dwelling to a Two Unit Building with parking.  						0	0	0			0			0			0			0			0			DVU	Marvin & Elisabeth Tien	Jill Allen	415-558-9550		RH-2	Residential	RH-2	40-X	8		(37.7631759644, -122.4364547729)
