PROJECT_TYPE	NAMEADDR	Alias	BESTSTAT	BESTDATE	Entitlement	PLN_CASENO	PLN_DESC	PROPUSE	BP_APPLNO	BP_DESC	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	APPLICANT	CONTACT	CONTACTPH	COST	FirstFiled	PLANNER	APN	PLAN_AREA	PLN_DISTRICT	SUPE_DISTRICT	ZONING_SIM	ZONING_DISTRICT	ZONING_GEN	NEIGHBORHOOD	HEIGHT_DISTRICT	Location
Mixed	900 MARIN ST		BP FILED	12/30/2013	0	2014	Change of use from warehouse to assembly/recreation building (permitted per Planning Code Section 221(e)).  With a Variance request to the parking requirement of P.C. Sec. 151.	THEATER	201312305291	"INTERIOR TENANT IMPROVEMENT OF EXTG WAREHOUSE INTO  CONCERT VENUE LOUNGE, INDUSTRIAL KITCHEN, OFFICES, ARTIST SPACE, A CAFE, OFFICES THAT ARE ACCESSARY TO THE OTHER USES AND A ROOF DECK AND PAVILLION.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT RE"	0	0	0	0			11436	-18480	0	0	0	0	0	0	5718	-24198	5718	5718	0	0				$750000.00	12/30/2013	JSPEIRS	APN 4357003	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	Industrial	Bayview	80-E	(37.74945432100, -122.38600583200)
Mixres	901 16TH ST	1200 17TH ST	PL APPROVED	05/12/2016	1	2011	The proposed project will demolish metal warehouses and temporary office buildings; preserve and rehabilitate brick office building; lot line adjustment to create two lots, construct approximately 200 residential units in 4-story building on 17th Street;				395	395	0	0	On-site and Fee Payment	Rental	24468	-85032	0	0	0	0	0	-4500	0	-105000	24468	24468	0	0	Attn: Indrajit Obeysekere	Jay Murphy	415-833-1231	$141000000.00	11/10/2011	WWIETGRE	APN 3949001	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	UMU	URBAN MIXED USE	Mixed Use	Potrero Hill	68-X	(37.76612470960, -122.39547306200)
Resident	901 TENNESSEE ST		BP REINSTATED	05/06/2016	1	2013	The proposed project would include demolition of an existing one-story warehouse and construction of a new four-story, residential building.  The building shall consist of four residential levels with 39 units, over basement level with parking and mechan	APARTMENTS	201604285990	"TO ERECT A TYPE 5, 4 STORIES, 1 BASEMENT, 44 RESIDENTIAL UNIT BUILDING.
** MAHER: DISTURBANCE OF AT LEAST 50 CU.YD OF SOIL; ROUTE TO DPH **"	44	44	6	6	On-site BMR Project	Ownership	0	-9000	0	0	0	0	0	0	0	-9000	0	0	0	0	William Mollard	William Mollard	409-9267	$7780000.00	03/19/2013	RSUCRE	APN 4108017	Central Waterfront (EN)	South of Market	SUPERVISORIAL DISTRICT 10	UMU	URBAN MIXED USE	Mixed Use	Potrero Hill	40-X	(37.76022721200, -122.38915380900)
Resident	905 GENEVA AV		BP FILED	07/09/2015	0	2015-009578PRJ	CHANGE OF USE: (E) THERAPY MASSAGE CENTER - 2ND FL (PERSONAL SERVICES). CHANGE TO (4) APARTMENT UNITS ON 2ND FL. (N) GARDEN ROOF DECK & (N) STAIRS TO ROOF. N/A FOR MAHER ORDINANCE.	APARTMENTS	201507091102	CHANGE OF USE: (E) THERAPY MASSAGE CENTER - 2ND FL (PERSONAL SERVICES). CHANGE TO (4) APARTMENT UNITS ON 2ND FL. (N) GARDEN ROOF DECK & (N) STAIRS TO ROOF. N/A FOR MAHER ORDINANCE.	4	4	0	0			0	-3878	0	0	0	0	0	-3878	0	0	0	0	0	0		HAWK LING & KETTY FONG LOU REVOC		$120000.00	07/09/2015	TKENNEDY	APN 6410010		South Central	SUPERVISORIAL DISTRICT 11	NCD	EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT	Mixed Use	Excelsior	65-A	(37.71646399510, -122.44065860300)
Mixres	906 CORTLAND AV		CONSTRUCTION	08/22/2016	1	2012	2 lot Subdivision, demolition of existing two-story commercial building damaged by fire, and construction of a three-story mixed-use building with a commercial storefront and accessory parking at the ground floor, two dwelling units at the second and thi	2 FAMILY DWELLING	201203146037	ERECT 3 STORIES OF 2 DWELLING UNITS.	2	2	0	0			150	-690	0	0	0	0	0	0	0	0	150	-690	0	0				$510000.00	03/14/2012	DVU	APN 5683012		Bernal Heights	SUPERVISORIAL DISTRICT 9	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	Mixed Use	Bernal Heights	40-X	(37.73877309260, -122.41361360400)
Resident	908 BROADWAY		PL FILED	04/17/2014	0	2013	To demolish the existing group housing (2 story over basement) and construct a new building to contain 6 new residential condominium units, with 6 ancillary parking spaces (4 story over basement garage).  The intent is to adjust the current lot dimension				6	5	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Adam McNicol	Adam McNicol	650-888-7218	$0.00	11/01/2013	KUCHIDA	APN 0149010		Northeast	SUPERVISORIAL DISTRICT 3	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	Residential	Russian Hill	40-X	(37.79735752090, -122.41249913800)
Mixres	909 - 921 HOWARD ST & 206 05TH ST	216 05TH ST	PL FILED	03/25/2015	0	2012	The project site is located on 8 lots in the 3732 block: 003, 004, 005, 099, 100, 145A, 146 & 149.  Three lots are occupied by 2-story commercial bldgs., and the remaining are improved with a single surface paid-parking lot.  These will be replaced by a				178	178	60	60			8051	-11817	0	0	0	0	0	0	0	-5250	8051	-6567	0	0				$0.00	08/08/2012	AA CONV	APN 3732003	Central SoMa; East SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	MUR	MIXED USE-RESIDENTIAL	Mixed Use	South of Market	85-X	(37.78106654900, -122.40481863300)
Resident	910 CAROLINA ST		BP REINSTATED	01/15/2016	1	2013	Demo existing house and build 2 new units	2 FAMILY DWELLING	201303122050	TO ERECT NEW 3-STORY OVER 1 BASEMENT, SINGLE FAMILY RESIDENTIAL BLDG.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$900000.00	03/12/2013	EJACKSON	APN 4160003	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Potrero Hill	40-X	(37.75695891210, -122.40019065900)
Resident	915 - 935 MINNA ST		BP FILED	02/19/2016	1	2015-002600PRJ	"Proposed new construction of a residential building (4 stories above ground).

The PPA was submitted on 3/2/15 and the 90 day deadline is 5/31/2015."	APARTMENTS	201602190104	"TO ERECT 4 STORIES, 1 BASEMENT, 44 UNITS RESIDENTIAL APARTMENT BUILDING.
** MAHER: DISTURBANCE OF AT LEAST 50 CU. YD. OF SOIL; ROUTE TO DPH. **"	44	44	5	5	On-site BMR Project	Rental	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equity Community Builders		4156516200	$11000000.00	03/18/2015	DVU	APN 3510058	Western SoMa (EN); South of Market	Downtown	SUPERVISORIAL DISTRICT 6	RED-MX	RESIDENTIAL ENCLAVE-MIXED	Mixed Use	South of Market	45-X	(37.77428673080, -122.41579957400)
Resident	917 CENTRAL AV		BP FILED	12/23/2015	0			2 FAMILY DWELLING	201512235837	ADD PARTIAL 4TH FLR. VERTICAL ADDITION & REAR HORIZONTAL ADDITION @ 2ND/3RD FL. INTERNIOR REMODEL OF (E) KITCHEN & BATHROOMS, LEGALIZE (E) UNIT @ 1ST FLR, WIDEN (E) DRIVEWAY. SEIMIC UPGRADE, REPLACE (E) WINDOWS WITH MARVIN WOOD CLAD, (N) EXT. TRIM & SIDI	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$675000.00	12/23/2015	FARRENSW	APN 1149004		Western Addition	SUPERVISORIAL DISTRICT 5	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Western Addition	40-X	(37.77841751160, -122.44557194900)
Resident	918 GRANT AV		BP FILED	09/29/2016	0			2 FAMILY DWELLING	201609299121	T.I OF AN (E) MIXED-USED STRUCTURE WITH NO CHANGE TO (E) AREA & USE. ADD ONE NEW DWELLING UNIT WITH	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$64000.00	09/29/2016		APN 0194013	Chinatown	Northeast	SUPERVISORIAL DISTRICT 3	CVR	CHINATOWN- VISITOR RETAIL	Commercial	Chinatown	50-N	(37.79545860580, -122.40640735300)
Mixres	923 FOLSOM ST		CONSTRUCTION	09/21/2016	1	2012	The proposed project would include demolition of an existing 3,750 sq.ft., 3-story commercial office building related to MTR Western Sus Station and consturction of the site to a 4 and 8-story, 114 unit mixed-use residential building with approximately 1	APARTMENTS	201311202410	TO ERECT 9 STORIES, 1 BASEMENT, 115 RESIDENTIAL UNITS, COMMERCIAL & PARKING.	115	115	14	14	On-site BMR Project	Ownership	1576	-5924	0	0	0	0	0	-7500	0	0	1576	1576	0	0	Christopher Davenport	Christopher Davenport	925 309-2503	$35000000.00	05/23/2013	BFU	APN 3753106	Central SoMa; East SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	MUR	MIXED USE-RESIDENTIAL	Mixed Use	South of Market	45-X	(37.77960930400, -122.40338078300)
Resident	925 KANSAS ST (4 OF 5 BLDG)	923 - 939 KANSAS ST	BP FILED	07/02/2014	0	2013	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and	2 FAMILY DWELLING	201407020336	ERECT 5-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1900000.00	07/02/2014	JSPEIRS	APN 4094048	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Potrero Hill	40-X	(37.75809932630, -122.40258963100)
Retail/Ent	925 MARKET ST		BP FILED	06/16/2016	0	2016-008758PRJ	CHANGE OF USE FROM GENERAL OFFICE TO RETAIL PROFESSIONAL SERVICE TO REMEDY COMPLAINT 2015010038 ENF; FIRST FLOOR ONLY, NO WORK TO BE DONE.	RETAIL SALES	201606160162	CHANGE OF USE FROM GENERAL OFFICE TO RETAIL PROFESSIONAL SERVICE TO REMEDY COMPLAINT 2015010038 ENF; FIRST FLOOR ONLY, NO WORK TO BE DONE.	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1.00	06/16/2016	ASBAGHCL	APN 3704076	Central SoMa; Downtown	Downtown	SUPERVISORIAL DISTRICT 6	C-3-R	DOWNTOWN- RETAIL	Commercial	South of Market	120-X	(37.78328830030, -122.40842590600)
Resident	926 EDINBURGH ST		BP ISSUED	09/16/2016	1	2016-001467PRJ	UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZATION OF (E) UNAUTHORIZED DWELLING UNITS UNDER ORDINANCE# 43-14. INSTALLED WITHOUT PERMIT.	2 FAMILY DWELLING	201601298420	UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZATION OF (E) UNAUTHORIZED DWELLING UNITS UNDER ORDINANCE# 43-14. INSTALLED WITHOUT PERMIT.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$48763.00	01/29/2016	ALEXANDE	APN 6406002		South Central	SUPERVISORIAL DISTRICT 11	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Excelsior	40-X	(37.71542702060, -122.43671995400)
PDR	928 TOLAND ST		CONSTRUCTION	08/08/2016	1	2011	Proposed demolition of existing auto wrecking yard, and construct a new one-story 16-unit commercial building. The proposed building would be 25,000 square feet with 15 off-street parking spaces.	OFFICE	201301248656	TO ERECT 1 STORY COMMERCIAL BUILDING.	0	0	0	0			5500	5500	0	0	0	0	0	0	5500	5500	0	0	0	0				$3569282.00	01/24/2013	BBENDIX	APN 5597A001	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	Industrial	Bayview	65-J	(37.74162370130, -122.40154720800)
Resident	929 DIAMOND ST		BP FILED	03/30/2016	0			2 FAMILY DWELLING	201603303516	ADDING GARAGE; CREATING FIRST FLOOR UNIT, INCLUNDING 2 BED/BATH, LIVING + KITCHEN. ENLARGING/RENOVATING UNIT ON SECOND & THIRD FLOORS. ADDING KITCHEN AND BATH.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$800000.00	03/30/2016	FLORESVE	APN 6539024		Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Noe Valley	40-X	(37.74994181670, -122.43584751900)
Resident	929 KANSAS ST (3 OF 5 BLDG)	923 - 939 KANSAS ST	BP FILED	07/02/2014	0	2013	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and	2 FAMILY DWELLING	201407020335	ERECT 5-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1877250.00	07/02/2014	JSPEIRS	APN 4094047	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Potrero Hill	40-X	(37.75803239940, -122.40258320100)
Resident	93 SATURN ST		BP ISSUED	05/25/2016	1			APARTMENTS	201506017714	ADD ACCESSORY GROUND FLOOR UNIT PER ORDINANCE 49-14. ADD TWO DEDICATED APPLIANCE OUTLETS TO EXISTING KITCHEN, AND ADD SEPARATE METER AND PANEL FOR UNIT IN GARAGE.	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$7500.00	06/01/2015	NKWIATKO	APN 2646032		Buena Vista	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Castro/Upper Market	40-X	(37.76246096330, -122.44287438700)
MIPS	930 COLE ST		CONSTRUCTION	08/30/2016	1	2016-005710PRL	the project proposes a change of use from existing auto services use (repair) to 1. personal services use located at the rear of the building, 2. retail sales and services use located at the front half of the building 3. medical services use located on t	OFFICE	201605036402	change of use from auto repair to business/retail/yoga: install  interior demising wall creating 3 tenant spaces. install 1 unisex restroom. replace (E) damaged sections of concrete slab. sawcut 2 openings in street facade. install new storefront.  maher	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$85000.00	05/03/2016	EOROPEZA	APN 1271024B		Buena Vista	SUPERVISORIAL DISTRICT 5	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	Mixed Use	Haight Ashbury	40-X	(37.76536882810, -122.44945098800)
Resident	931 KANSAS ST (2 OF 5 BLDG)	923 - 939 KANSAS ST	BP FILED	07/02/2014	0	2013	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and	2 FAMILY DWELLING	201407020334	ERECT 4-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1692250.00	07/02/2014	JSPEIRS	APN 4094046	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Potrero Hill	40-X	(37.75796394020, -122.40257662300)
Resident	935 KANSAS ST (1 OF 5 BLDG)	923 - 939 KANSAS ST	BP FILED	07/02/2014	0	2013	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and	2 FAMILY DWELLING	201407020323	ERECT 4-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1692000.00	07/02/2014	JSPEIRS	APN 4094045	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Potrero Hill	40-X	(37.75789548000, -122.40257004600)
Mixres	950 GOUGH ST		BP FILED	10/28/2015	1	2012	Mixed-use building comprised of 100 residential dwelling units, church and community space, 73 space parking garage and courtyard.	APARTMENTS	201510281089	CONSTRUCT (N) RESIDENTIAL, ASSEMBLY, PARKING	95	95	11	11	On-site BMR Project	Ownership	10000	10000	10000	10000	0	0	0	0	0	0	0	0	0	0				$31871600.00	04/16/2012	MWOODS	APN 0744010		Western Addition	SUPERVISORIAL DISTRICT 5	RM-4	RESIDENTIAL- MIXED, HIGH DENSITY	Residential	Downtown/Civic Center	80-B	(37.78222256610, -122.42376594700)
Retail/Ent	935-965 MARKET ST	MARKET STREET PLACE	CONSTRUCTION	09/15/2016	1	2008	Section 309 Review Required with one exception (freight loading) request. Conditional Use Authorization request to exceed allowable accessory parking per Section 303, 157 and 158.  Variances requested per Section 102.11 to allow modification of gross flo	RETAIL SALES	201011084497	TO ERECT 5 STORIES, RETAIL / PARKING  / STORAGE BUILDING.	0	0	0	0			253128	178428	0	0	0	0	0	-74700	0	0	253128	253128	0	0	DWI Devel	Reuben &	415 567-9	$60000000.00	02/22/2008	RDEAN	APN 3704071	Central SoMa; Downtown	Downtown	SUPERVISORIAL DISTRICT 6	C-3-G	DOWNTOWN- GENERAL	Commercial	South of Market	120-X	(37.78270271780, -122.40899810100)
Resident	938 SANTIAGO ST		BP FILED	10/24/2014	0			2 FAMILY DWELLING	201410249874	BUILDING ADDITION, CONVERT SINGLE FAMILY DWELLING TO DUPLEX, ADD LIVINGROOM, BEDROOM, BATHROOM & KITCHEN ON BASEMENT; ADD 3 BEDROOMS, 2 BATHROOM, ON 2ND FL PER PLAN.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$350000.00	10/24/2014	TKENNEDY	APN 2329008		Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Parkside	40-X	(37.74508531630, -122.47761692900)
Resident	978 - 980 GUERRERO ST		BP FILED	02/17/2015	1	2014	Variance request to the rear yard requirement of an existing NCU two unit residential structure.	APARTMENTS	201502178455	CONVERSION OF (E) BASEMENT & CRAWL SPACE INTO 3RD UNIT.  CREATION OF SUNKEN TERRACE FOR (N) UNIT W/IN REAR YARD, RECONSTRUCT REAR STAIR FROM TOP FL UNIT TO ACCOMMODATE SUNKEN TERRACE, ALTERATIONS TO FRONT YARD FOR FRONT ENTRY TO BASEMENT UNIT, REPLACEMNT	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Brian Kaufman			$460000.00	09/05/2014	RSUCRE	APN 3618092		Mission	SUPERVISORIAL DISTRICT 8	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Mission	40-X	(37.75553060460, -122.42356322500)
Resident	939 KANSAS ST (5 OF 5 BLDG)	923 - 939 KANSAS ST	BP FILED	07/02/2014	0	2013	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and	1 FAMILY DWELLING	201407020333	ERECT 3-STORY, 1 DWELLING UNIT WITH 1 BASEMENT RESIDENTIAL BUILDING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1235500.00	12/19/2013	JSPEIRS	APN 4094044	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Potrero Hill	40-X	(37.75782702070, -122.40256346800)
Mixed	940 BATTERY ST		PL FILED	07/06/2016	0	2015-001033PRJ	Renovation and addition of existing 1917 warehouse to Museum, Retail and Office  uses.  Renovation will include new structural and other building systems.				0	0	0	0			0	7000	24000	24000	0	0	12000	12000	0	-29000	0	0	0	0	Museo Italo Americano		4156732200	$0.00	11/03/2015		APN 0136004A	Northeast Waterfront	Northeast	SUPERVISORIAL DISTRICT 3	C-2	COMMUNITY BUSINESS	Commercial	North Beach	65-X	(37.80009506930, -122.40099502200)
Resident	943 YORK ST		BP FILED	08/07/2015	0	2015-011442PRJ	2 STORY ADDITION (2ND UNIT)2800 SF. 3RD LEVEL=1380 SF, 4TH LEVEL 1420 SF. 6 BEDROOMS. DECK & STAIRS. (200 SF). ROOF DECK 420 SF. NEW ENTRY AND INTERIOR STAIRS.	2 FAMILY DWELLING	201508073719	2 STORY ADDITION (2ND UNIT)2800 SF. 3RD LEVEL=1380 SF, 4TH LEVEL 1420 SF. 6 BEDROOMS. DECK & STAIRS. (200 SF). ROOF DECK 420 SF. NEW ENTRY AND INTERIOR STAIRS.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$200000.00	08/07/2015	JIMENEZS	APN 4143029	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Mission	40-X	(37.75693593210, -122.40830593600)
Resident	947 INNES AV		BP FILED	11/20/2015	0			2 FAMILY DWELLING	201511203195	(PER ORDINANCE 146-15) LEGALIZE (E) KITCHEN TO ADD (1)(N) RESIDENTIAL UNIT UNDER UNIT LEGALIZATION PROGRAM. LEGALIZE (E) GARAGE TO LIVING SPACE PER PLAN. COMPLY WITH NOV #201569124, #201569691, #201567914	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$8000.00	11/20/2015	YEUNGMIN	APN 4653016	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	RH-1(S)	RESIDENTIAL- HOUSE, ONE FAMILY- SECONDARY UNIT	Residential	Bayview	40-X	(37.73230599630, -122.37683830500)
Resident	949 NATOMA ST		BP ISSUED	08/02/2016	1			APARTMENTS	201410108646	ERECT A FOUR STORY SIX RESIDENTIAL TYPE 5A CONST DWELLING BUILDING. COMPLIANCE W/ ORDINANCE NO. 156-13 IS NOT REQUIRED.	6	6	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1600000.00	10/10/2014	DVU	APN 3510028	Western SoMa (EN); South of Market	Downtown	SUPERVISORIAL DISTRICT 6	RED-MX	RESIDENTIAL ENCLAVE-MIXED	Mixed Use	South of Market	45-X	(37.77390856850, -122.41535783400)
Mixres	95 HAWTHORNE ST		PL FILED	09/28/2016	0	2016-001794PRJ	The project proposes to demolish the existing non-historic office building and construct a new 32 story above ground building featuring residential units and amenities above approximately 8,000 square feet of ground floor retail. The Project proposes 330				330	330	0	0			0	-80349	0	0	0	0	0	-84375	0	0	4026	4026	0	0	Trammell Crow Residential		4153813001	$0.00	02/11/2016	VBYRD	APN 3735012	Central SoMa; Transit Center District; Downtown	South of Market	SUPERVISORIAL DISTRICT 6	C-3-O(SD)	DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)	Commercial	Financial District	320-I	(37.78505019320, -122.39789821100)
Resident	95 NORDHOFF ST		PL FILED	10/10/2014	0	2014	Demolish an existing single-family home, subdivide parcel into four parcels, and construct four three-story single-family homes.				4	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Anthony Pantaleoni	Tony Pantaleoni	415-495-4051	$0.00	08/28/2014	MBOURDRE	APN 6763001		Ingleside	SUPERVISORIAL DISTRICT 8	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Outer Mission	40-X	(37.73425440080, -122.44133270100)
Mixres	950 - 974 MARKET ST		BP FILED	02/08/2016	0	2013	The proposed project is the demolition of five (5) existing structures and new construction of a mixed-use arts, education, residential, hotel, and retail complex, with approximately 198 below-grade parking spaces.  The proposed project includes approxim	TOURIST HOTEL/MOTEL	201602089004	AT BLOCK 0342, LOT 001 & 014. ERECT 12-STORY, TYPE 1, 2 BASEMENT, 470 UNITS, CONDO, HOTEL, RETAIL BUILDING.	316	316	0	0			229000	169834	0	0	0	0	24000	24000	0	0	15000	-6321	190000	152155	Michelle  Lin	Michelle  Lin	394-9018	$114272000.00	08/05/2013	MHUE	APN 0342001	Downtown	Downtown	SUPERVISORIAL DISTRICT 6	C-3-G	DOWNTOWN- GENERAL	Commercial	Downtown/Civic Center	120-X	(37.78317543380, -122.40956831800)
MIPS	950 GRANT AV		BP FILED	04/27/2016	0	2016-005868PRJ	CHANGE OF USE AT 2ND FLOOR FROM RESTAURANT TO PLANNING INSTITUTIONAL USE FOR NON PROFIT/ART GALLERY WITH WORKSPACE RENTAL. NO WORK	OFFICE	201604275781	CHANGE OF USE AT 2ND FLOOR FROM RESTAURANT TO PLANNING INSTITUTIONAL USE FOR NON PROFIT/ART GALLERY WITH WORKSPACE RENTAL. NO WORK	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1.00	04/27/2016	NORTHEAS	APN 0194035	Chinatown	Northeast	SUPERVISORIAL DISTRICT 3	CVR	CHINATOWN- VISITOR RETAIL	Commercial	Chinatown	50-N	(37.79573110670, -122.40635780600)
Resident	950 TENNESSEE ST		PL FILED	12/28/2015	0	2014	The proposed project is to demolish the existing two-story 36,098 square foot industrial building and construct a four-story, 40-foot tall residential building.  The existing building on the 31,883 square foot subject lot was constructed in 1947.  The pr				108	108	0	0			0	-31663	0	0	0	0	0	-7896	0	-23767	0	0	0	0				$0.00	09/12/2014	AA CONV	APN 4107001B	Central Waterfront (EN)	South of Market	SUPERVISORIAL DISTRICT 10	UMU	URBAN MIXED USE	Mixed Use	Potrero Hill	40-X	(37.75974769170, -122.38988211500)
Resident	952 SUTTER ST		BP FILED	05/16/2016	0	2016-006900PRJ	NON-STRUCTURAL INTERIOR REMODEL OF EXISTING DWELLING UNITS ON LEVELS 2-6, RECONFIGURE OF (E) UNITS 101,102 AND UNIT 5 ON LEVEL 1. ADDITION OF FIVE (N) DWELLING UNITS IN BASEMENT.	APARTMENTS	201605167516	NON-STRUCTURAL INTERIOR REMODEL OF EXISTING DWELLING UNITS ON LEVELS 2-6, RECONFIGURE OF (E) UNITS 101,102 AND UNIT 5 ON LEVEL 1. ADDITION OF FIVE (N) DWELLING UNITS IN BASEMENT.	63	5	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$585858.00	05/16/2016	NORTHEAS	APN 0280011		Downtown	SUPERVISORIAL DISTRICT 3	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	Mixed Use	Downtown/Civic Center	80-A	(37.78854634810, -122.41616322800)
Resident	1 EDGAR AV		BP FILED	05/08/2015	0			1 FAMILY DWELLING	201505085755	CONSTRUCT (N) 3-STORY SINGLE FAMILY DWELLING UNIT	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$300000.00	05/08/2015	FLORESVE	APN 6978069		Ingleside	SUPERVISORIAL DISTRICT 11	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Ocean View	40-X	(37.72039399170, -122.45252132300)
