PROJECT_TYPE	BLKLOT	NAMEADDR	Entitled	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLENET	SECTION415	AFF_TARGET	TENURE_TYPE	CASENO	DESCRIPT	DBIDESC	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	RESTAURANT	RESTAURANTNET	VISIT_EXIST	VISIT	VISITNET	HOTEL_ROOM_EXIST	HOTEL_ROOM_PROP	HOTEL_ROOM_NET	PLANNER	SPONSOR	CONTACT	CONTACTPH	NEIGHBORHOOD	ZONING_SIM	ZONING_GEN	ZONING_DISTRICT	supervisor	PLAN_DISTRICT	PLAN_AREA	Location 1
Vacant	3525056	1190 BRYANT ST	No	BP Filed	05/23/2017 12:00:00 AM	0	0		0						CONDITIONAL USE PERMIT CHANGE FROM INDUSTRIAL (F-1) TO RETAIL. ADD EMPLOYEE AREA IN BACK, ADD RETAIL	0	0			0			0			0			0			0		0			0								South of Market	SALI	Industrial	SALI	6	9 - South of Market	Western SoMa (EN)	(37.770614624, -122.4098052979)
Resident	1742015B	1285 08TH AVE	No	BP Filed	06/26/2017 12:00:00 AM	9	0		0				2017-008290PRJ	"1. ADDITION OF A NEW ACCESSORY DWELLING UNIT (BP 201706260343).
2. ADDITION OF TWO (2) NEW ACCESSORY DWELLING UNITS (BP 201707212632)."	ADDITION OF ONE (N) UNIT ON 1ST FLR PER ORD #162-16. (N) UNIT#9 = 305 SQ. FT W/ ONE KITCHEN, ONE BATHROOM.	0	0			0			0			0			0			0		0			0				DGANETSO	Mercury Engineering		4159923383	Inner Sunset	NCD	Mixed Use	NCD-INNER SUNSET	5	14 - Inner Sunset		(37.7643699646, -122.4655456543)
Retail/Ent	0206013	439 WASHINGTON ST	No	PL FILED									2015-015553PRJ			4500	-5000							7000	0	-7000	0	0	0	2500	4500	2000													Financial District	C-3-O	Commercial	C-3-O	3	3 - Northeast	Downtown	(37.7955474854, -122.4011154175)
Mixres	2402029	1333 TARAVAL ST	No	BP FILED	01/17/2017 12:00:00 AM	1	0						2017-001502PRJ	HORIZONTAL ADDITION. ADD (N) (4) STORAGE & (2) (N) HALF BATHS ON 1ST FLR. CHANGE OF USE, CONVERT (E) 1ST FLR TO COMMERCIAL RETAIL.	HORIZONTAL ADDITION. ADD (N) (4) STORAGE & (2) (N) HALF BATHS ON 1ST FLR. CHANGE OF USE, CONVERT (E) 1ST FLR TO COMMERCIAL RETAIL.	2204	2204						0			0			0		2204	2204		0			0				SETYADIP	Ice Design Inc.		6507416968	Parkside	NCD	Mixed Use	NCD-TARAVAL	4	15 - Outer Sunset		(37.7425880432, -122.4805831909)
Vacant	0689033	1336 POST ST	No	PL Filed	09/15/2017 12:00:00 AM		0		0				2017-011859PRJ	Request Conditional Use Authorization for change of use from vacant Grocery Store to Ambulatory Surgery Center.		0	0			0			0			0			0			0		0			0				MWOODS	Reuben, Junius & Rose, LLP		4156593141	Western Addition	NC-3	Mixed Use	NC-3	2	5 - Western Addition		(37.7867164612, -122.4242019653)
Vacant	0214016	1360 JONES ST	No	PL Filed	06/14/2017 12:00:00 AM		0		0				2017-007430PRJ	Conditional Use authorization application top permit a dwelling unit merger.		0	0			0			0			0			0			0		0			0				CASBAGH	Hanson Bridgett LLP		4159955065	Nob Hill	RM-4	Residential	RM-4	3	3 - Northeast		(37.7939910889, -122.4143829346)
Vacant	0247025	1375 SACRAMENTO ST	No	PL Filed	05/16/2017 12:00:00 AM		0		0				2017-006059PRJ	Variance from the exposure requirement to permit the addition of an accessory dwelling unit.		0	0			0			0			0			0			0		0			0				GPANTOJA			4157106020	Nob Hill	RM-3	Residential	RM-3	3	3 - Northeast		(37.7920074463, -122.4154281616)
Vacant	1834037	1401 19TH AV	No	BP Filed	06/09/2017 12:00:00 AM	0	0		0						CONVERTING AUTO REPAIR SERVICE BAYS INTO A NEIGHBORHOOD SERVING CONVENIENCE STORE AND CAFE. CHANGE O	0	0			0			0			0			0			0		0			0								Outer Sunset	RH-3	Residential	RH-3	4	15 - Outer Sunset		(37.7614326477, -122.4773254395)
Retail/Ent	3727004	150 07TH ST	No	PL FILED	04/02/2007 12:00:00 AM	0	0						2007.0317	Vertical and horizontal addition.		14558	10808														14558	10808									JBATTIS	Josephine Liao Lee	Josephine Liao Lee	415.564.2500	South of Market	WMUG	Mixed Use	WMUG	6	4 - Downtown	Western SoMa (EN)	(37.7783966064, -122.4102935791)
Vacant	0665029	1739 PINE ST	No	PL Filed	05/24/2017 12:00:00 AM		0		0				2017-006473PRJ	Variance from the exposure requirements to permit the addition of an accessory dwelling unit within the existing building envelope.		0	0			0			0			0			0			0		0			0				DWEISSGL			4155460450	Western Addition	RH-3	Residential	RH-3	2	5 - Western Addition		(37.7888641357, -122.424407959)
Resident	7539004	1915 Diamond St	No	BP Filed	05/17/2013 12:00:00 AM	1	0		0				2015-003953PRJ	Horizontal and vertical expansion to existing 3-story (2 unit dwelling). Proposed work includes new 4th floor, deck, facade changes and landscaping in front yard and new construction of a new third unit above an existing garage structure facing Beacon Str	COMPLY WITH N.O.V.#200225295. ADDING BEDROOM ABOVE GARAGE (E) ON STREET LEVEL (256 SQFT) & HORIZONTAL ADDITION AT REAR ON STREET LEVEL(305 SQFT) INTERIOR REMODEL.	0	0			0			0			0			0			0		0			0				NTRAN		FREITAS ELIZABETH A		Noe Valley	RH-1	Residential	RH-1	8	7 - Central		(37.7421417236, -122.4351119995)
Vacant	4016003	1999 BRYANT ST	No	BP Filed	07/07/2017 12:00:00 AM	0	0		0						CHANGE OF USE FROM AN (E) PERMITTED WAREHOUSE, FABRICATION, FURNITURE GALLERY USE TO PERMITTED BY RI	0	0			0			0			0			0			0		0			0								Mission	PDR-1-G	Industrial	PDR-1-G	10	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7619667053, -122.4097671509)
Vacant	6941067	205 Granada Avenue - CB3P	No	PL Filed	05/24/2017 12:00:00 AM		0		0				2017-006515PRJ	Sponsor request Conditional Use Authorization for change of use from office space to children pre-school facility.		0	0			0			0			0			0			0		0			0				MBOUDREA			4156523047	Ocean View	RH-2	Residential	RH-2	7	13 - Ingleside		(37.7220153809, -122.457359314)
Vacant	4108003A	2342 -2344 3rd St.	No	BP Filed	03/17/2015 12:00:00 AM		0		0				2015-007715PRJ	NEW ADA COMPLIANT WALKWY, STOREFRONT, ENTRY, COMM'L RESTRM, KITCHENETTE,LOBBY ENTRANC. INSTALL 18 HOTEL GUEST ROOM & KITCHENETTES. REPLACE ALL (E) ALUMINUM WINDOWS W/DOUBLE HANG WOOD WINDOWS, REPLACE REAR WOOD FIRE ESCAPE W/STEEL FIRE ESCAPE.	NEW ADA COMPLIANT WALKWY, STOREFRONT, ENTRY, COMM'L RESTRM, KITCHENETTE,LOBBY ENTRANC. INSTALL 18 SRO BATHRMS & KITCHENETTES. REPLACE ALL (E) ALUMINUM WINDOWS W/DOUBLE HANG WOOD WINDOWS, REPLACE REAR WOOD FIRE ESCAPE W/STEEL FIRE ESCAPE. MEP/STRUCTURAL UN	0	0			0			0			0			0			0		0			0				NKWIATKO		CHIU SURVIVORS TRUST		Potrero Hill	UMU	Mixed Use	UMU	10	9 - South of Market	Central Waterfront (EN); Dogpatch Public Realm Plan	(37.759929657, -122.3888168335)
Vacant	3594011	2394 Folsom St.	Yes	BP ISSUED	10/24/2017 10:51:00 AM		0		0				2017-006766PRJ	"Project sponsor request Conditional Use Authorization for change of use from Trade Shop to Restaurant ""Fort Point Beer Co""."	ADMINISTRATIVE PERMIT TO DOCUMENT AND MEMORIALIZE 16,376 SF OF TRADE SHOP. NO CONSTRUCTION UNDER THIS PERMIT. MEZZANINE LEVEL PREVIOUSLY APPROVED FOR OFFICE AND STORAGE UNDER BPA 275605	0	0			0			0			0			0			0		0			0				EJARDINE	Fort Point Beer		4153363596	Mission	NC-2	Mixed Use	NC-2	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7590789795, -122.4152755737)
Vacant	3561010	262 NOE ST	No	BP Filed	07/27/2017 12:00:00 AM	0	0		0						ADMINISTRATIVE CHANGE OF USE FROM VACANT LAUNDROMAT TO NEW MEDICAL CANNABIS DISPENSORY.	0	0			0			0			0			0			0		0			0								Castro/Upper Market	NCT	Mixed Use	NCT-UPPER MARKET	8	6 - Buena Vista		(37.7647590637, -122.4334640503)
Mixres	0534007	3027 FILLMORE ST	No	BP FILED	04/12/2016 12:00:00 AM	1	0						2016-004870PRL	change use from office use to retail space for a small clothing boutique.	CHANGE OF USE: OFFICE USE TO RETAIL SPACE FOR A SMALL CLOTHING BOUTIQUE.  MAHER NA	0	0	0			0			0			0			0				0	0						ATAEB	BLEU PROPERTIES INC 	BLEU PROPERTIES INC		Marina	NCD	Mixed Use	NCD-UNION	2	2 - Marina		(37.7974205017, -122.4358520508)
Vacant		350 MASONIC AV	No	PL FILED			0						2014-003090PRJ			0	0																												Western Addition	RH-3	Residential	RH-3	5	5 - Western Addition		(37.7780418396, -122.4462814331)
Mixres	7142016	3820 24TH ST	Yes	PL APPROVED	01/12/2017 12:00:00 AM	3	0						2016-006065PRJ	Change of use from vacant commercial to medical clinic (GoHealth).	UNIT# 101. TI SPACE FOR GO HEALTH 2020 SF.	4596	2576	0			0	2576	2576	2020	2020	0	0			0				0	0						AHUISMAN	Young Wong	Young Wong	415-974-6002	Outer Mission	NCD	Mixed Use	NCD-EXCELSIOR	11	12 - South Central		(37.7094306946, -122.4531326294)
Vacant	1015043	3941 Sacramento Street	No	BP Filed	05/09/2017 12:00:00 AM		0		0				2017-005392PRJ	2 STORY VERTICAL ADDITION AND ROOF DECKS. HORIZONTAL REAR AND FROTN ADITION. NEW 2ND UNIT AT GROUND FLOOR. INTERIOR REMODEL OF EXISTING UNIT, INCLUDING KITCHEN	2 STORY VERTICAL ADDITION AND ROOF DECKS. HORIZONTAL REAR AND FROTN ADITION. NEW 2ND UNIT AT GROUND FLOOR. INTERIOR REMODEL OF EXISTING UNIT, INCLUDING KITCHEN	0	0			0			0			0			0			0		0			0				BBENDIX		Eric McGinty	415-902-9137	Presidio Heights	RH-2	Residential	RH-2	2	1 - Richmond		(37.7865333557, -122.4577789307)
Vacant	3582053	4068 18TH ST	No	PL Filed	05/04/2017 12:00:00 AM		0		0				2017-005533PRJ	Conditional Use Authorization to permit the intensification of a conditionally permitted restaurant use, brew station less than one third of the total floor area.		0	0			0			0			0			0			0		0			0							4085290958	Castro/Upper Market	NCD	Mixed Use	NCD-CASTRO	8	7 - Central		(37.7611618042, -122.4342269897)
Vacant	1528040	415 16TH AVE	No	PL Filed	05/10/2017 12:00:00 AM		0		0				2017-005809PRJ	Conditional Use Authorization to legalize an unauthorized change of use from law offices to a massage establishment.		0	0			0			0			0			0			0		0			0				LCALMESE			4155055288	Inner Richmond	NC-3	Mixed Use	NC-3	1	1 - Richmond		(37.7801055908, -122.4753417969)
Vacant	3775096	421 BRYANT ST	No	BP Filed	08/28/2017 12:00:00 AM	0	0		0						CHANGE OF OCCUPANCY FROM WAREHOUSE TO OFFICE, NO CONSTRUCTION UNDER THIS PERMIT. ALL WORK PERFORMED 	0	0			0			0			0			0			0		0			0								South of Market	MUO	Mixed Use	MUO	6	9 - South of Market	East SoMa (EN); Central SoMa	(37.7824935913, -122.3939590454)
Resident	1534003	423 10TH AV	No	BP FILED	05/09/2016 12:00:00 AM	1	0						2016-006642PRJ	Conditional Use Authorization to permit the change of use from single family dwelling unit to religious institution with reduction and replacement of off-street parking.	PLACEING SMALL POOL WITHIN NEW 12'X25' SINGLE STORY ADDITION TO REAR OF HOUSE, DECK ABOVE ADDITION.NEW BATH NEXT TO POOL REVISION TO APPL #201512024023	0	0																	0							CCAMPBEL	AHRON & HECHT SARA HECHT	HECHT AHRON & HECHT SARA		Inner Richmond	RH-2	Residential	RH-2	1	1 - Richmond		(37.7802619934, -122.4688568115)
Vacant	2648019	4230 18th Street	No	PL Filed	07/20/2017 12:00:00 AM		0		0				2017-008334PRJ	Conditional Use Authorization to permit a change of use from Commercial/Retail to Tourist Hotel/Retail and demolition and construction of a new commercial building .		0	0			0			0			0			0			0		0			0					Reuben, Junius & Rose, LLP	Daniel Frattin	415-567-9000	Castro/Upper Market	NCD	Mixed Use	NCD-CASTRO	8	7 - Central		(37.7609786987, -122.4367141724)
Vacant	3725060	498 NATOMA ST	No	PL Filed	09/12/2017 12:00:00 AM		0		0				2017-011639PRJ	Conditional Use Authorization to permit the change of use from PDR to Community Facility.		0	0			0			0			0			0			0		0			0					Quickdraw Permit Consulting		4155521888	South of Market	NCT	Mixed Use	NCT-SOMA	6	4 - Downtown	East SoMa (EN); Central SoMa	(37.7803764343, -122.4075775146)
Vacant	3580001	500 CHURCH ST	No	PL Filed	07/19/2017 12:00:00 AM		0		0				2017-009207PRJ	Request Conditional Use Authorization for change of use from Laundromat to Restaurant. .		0	0			0			0			0			0			0		0			0				ESAMONSK			6503531269	Castro/Upper Market	RM-2	Residential	RM-2	8	7 - Central		(37.7626953125, -122.4287261963)
Vacant	3777037	518 BRANNAN ST	No	BP Filed	06/02/2017 12:00:00 AM	0	0		0						CHANGE OF USE FROM AUTOMOTIVE TO MEDICAL MARIJUANA DISPENSARY WHICH WILL INCLUDE (N) FLOORING, LIGHT	0	0			0			0			0			0			0		0			0								South of Market	SALI	Industrial	SALI	6	9 - South of Market	Western SoMa (EN); Central SoMa	(37.7781600952, -122.3973312378)
Vacant	1230019	532 COLE ST	No	BP Filed	05/15/2017 12:00:00 AM		0		0				2017-006155PRJ	Variance from the exposure requirement to permit the addition of an accessory dwelling unit.	ADD DWELLING UNIT @ FRONT END OF 1ST STORY LEVEL (N) ADU - (N) WALLS, BATH ROOM & KITCHEN TO CREATE (N) UNIT. (REF PA #201705156553 FOR ADDITIONAL ADU PER ORD. #162-16).	0	0			0			0			0			0			0		0			0				CALEXAND	Shatara Architecture		4155127566	Haight Ashbury	RH-3	Residential	RH-3	5	6 - Buena Vista	Haight Ashbury Public Realm Plan	(37.7700576782, -122.4500198364)
Vacant	2617007	57 ASHBURY TER	No	PL Filed	05/11/2017 12:00:00 AM		0		0				2017-005888PRJ	Variance request from the rear and side yard setbacks to permit the legalization of an (e) rear yard structure and infill at the side yard to allow an addition for reasonable accommodation.		0	0			0			0			0			0			0		0			0				JHORN	Hobstetter Architectire Studio		5103330839	Haight Ashbury	RH-1(D)	Residential	RH-1(D)	8	6 - Buena Vista		(37.7645378113, -122.4450531006)
Resident	0304006	630 GEARY ST	No	PL FILED	06/29/2016 12:00:00 AM	54	0						2016-008518PRJ	Change of use from Group Residential Units to Student Housing Units.		0	0	0			0			0			0			0				0	0						AHUISMAN	Brendan Wolff		4154204661	Downtown/Civic Center	RC-4	Mixed Use	RC-4	3	4 - Downtown		(37.7869415283, -122.4137649536)
Resident	0208028	655 MONTGOMERY ST	No	BP Filed	06/15/2017 12:00:00 AM	33	0		0						GROUND FLOOR:CONVERT VACANT RESTAURANT SPACE TO BLDG OFFICE, CONFERENCE AND LOUNGE. NEW RESTROOMS AN	0	0			0			0			0			0			0		0			0								Financial District	C-3-O	Commercial	C-3-O	3	3 - Northeast	Downtown	(37.7952346802, -122.4036102295)
Vacant	6597029	663-665 SAN JOSE AVE	Yes	PL Approved	08/07/2017 12:00:00 AM		0		0				2017-005198PRJ	Conditional Use Authorization to permit the change of use from an existing mixed-use building to a day care within a RH-2 district.		0	0			0			0			0			0			0		0			0					Red Dot Studio		4155150614	Bernal Heights	RH-2	Residential	RH-2	8	11 - Bernal Heights	Mission District Streetscape Plan	(37.7448272705, -122.4220275879)
PDR		749 TOLAND ST & 2000 MCKINNON AV	No	PL FILED			0						2015-012491PRJ			11600000	712000										448000	11600000	712000																Bayview	PDR-2	Industrial	PDR-2	10	10 - South Bayshore	Bayview Hunters Point	(37.7422943115, -122.3989181519)
Mixres	0130012	752 VALLEJO ST	Yes	BP FILED	07/19/2016 12:00:00 AM	4	0						2016-006168PRJ	San Francisco Police Department's auxiliary offices for Central Station	CHANGE OF USE FROM RETAIL TO OFFICE.	0	0	0			0			0			0			0				0	0						NFOSTER	SF Real Estate	John Updike	415-554-9860	Russian Hill	NCD	Mixed Use	NCD-NORTH BEACH	3	3 - Northeast		(37.7986755371, -122.409538269)
Vacant	3733018	840 FOLSOM ST	No	BP Filed	07/31/2017 12:00:00 AM	0	0		0						CHANGE OF USE FROM INDUSTRIAL TO RETAIL SALES. REMOVE PART OF MEZZANINE. TENANT IMPROVEMENTS. SPRINK	0	0			0			0			0			0			0		0			0								South of Market	WMUG	Mixed Use	WMUG	6	9 - South of Market	Western SoMa (EN); Central SoMa; Downtown Streetscape Plan	(37.7814826965, -122.4024429321)
Resident	0825010	964 - 966 OAK ST	Yes	PL APPROVED	02/09/2017 12:00:00 AM	2	0						2016-006545PRJ	To legalize a conversion of a 2 Dwelling unit duplex  into group housing.	CHANGE OF USE: CONDITIONAL USE CHANGE OF 2 UNIT/DUPLEX INTO 10 PERSON CONGREGATE RESIDENCE. NO ALTERATION/REPAIR WORK.	0	0	0			0			0			0			0				0	0						WFARRENS	San Francisco Community Land Trust		4153991490	Western Addition	RH-3	Residential	RH-3	5	5 - Western Addition		(37.7737007141, -122.4352264404)
Resident	5688040	1 PUTNAM ST	No	BP FILED	05/12/2016 12:00:00 AM	1	-1								REMOV ILLEGAL UNIT TRIGGERS AVALOS LEGISLATION ORD 33-16 DWELLING UNIT CONSTRUCTED OR INSTALLED WITHOUT PERMIT (REVERT INTERIOR AT LOWER GARAGE LEVEL BACK TO LAST KNOWN LEGAL STATUS (DBI APP #2002-23-03-4390) NOV#201579415- REMOVAL OF ILLEGAL BEDRM BACK T	0	0	0			0			0			0			0				0	0						JIMENEZS				Bernal Heights	RH-1	Residential	RH-1	9	11 - Bernal Heights		(37.7396697998, -122.4105987549)
Resident	0095024	1281 GREENWICH ST	Yes	CONSTRUCTION	10/30/2017 12:00:00 AM	1	-1								INTERIOR REMODEL & SEISMIC UPGRADE. EXPAND (E) BASEMENT FOR NEW ELEVATOR. NEW PRINCIPLE FACADE.	0	0	0			0			0			0			0					0						CGROB				Russian Hill	RM-2	Residential	RM-2	2	3 - Northeast		(37.8007240295, -122.4206848145)
Vacant	4271045	1346 ALABAMA ST (UNITS A&B)	No	BP Filed	03/07/2016 12:00:00 AM		-1		0				2017-008138PRJ	Dwelling Unit Merger - Conditional Use Authorization to permit the removal of two kitchens in each dwelling unit (#A&B) in an existing 4-unit dwelling.	REMOVE 2ND KITCHEN ON 2ND FLOOR & RESTORE TO APPROVED OCCUPANCY	0	0			0			0			0			0			0		0			0							4158771293	Mission	RH-2	Residential	RH-2	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7500076294, -122.410987854)
CIE	1877034	1566 32ND AV	Yes	BP ISSUED	09/10/2015 12:18:00 PM	0	-1						2013.0385	Conditional Use Authorization to convert a dwelling unit to a child care facility with over 15 per P.C. Sec. 209.3(f) and a Variance to the parking requirement of P.C. Sec. 151	CHNAGE OF USE FROM R3 TO E, PRESCHOOL/DAYCARE FOR 2-6Y.O. IN CONJUCTION WITH CONDITIONAL USE PERMIT APPLICATION# 2013:124B.	2040	2040	0	2040	2040	0			0			0			0					0						JLOOK				Outer Sunset	RH-1	Residential	RH-1	4	15 - Outer Sunset		(37.7579917908, -122.4903793335)
Resident	1179020	1677 MCALLISTER ST	No	PL FILED	11/15/2016 12:00:00 AM	2	-1						2016-014752PRJ	Conditional Use Authorization application to permit the removal of a vacant unpermitted studio unit.		0	0																	0							SJIMENEZ	Ann Marie Nemanich		4159393435	Western Addition	RM-1	Residential	RM-1	5	5 - Western Addition		(37.7773551941, -122.4395599365)
Mixres	0539032	2231 UNION ST	Yes	BP FILED	01/16/2013 12:00:00 AM	2	-1						2009.0747	Convert Residential Unit to Business and Professional use	REMOVAL OF DWELLING UNIT ON THE 3RED FLOOR OF 2233 UNION ST THROUGH CONVERSION TO A NON-RESIDENTIAL USE/CHANGE OF USE.  THE FLOOR PLAN SHOWS THE EXISTING LEGAL USE OF THE UNIT. THIS APPLICAITON IS REQUIRED TO BE FILED AS A PREREQUISTE TO SECTION 317(F) AP	1480	1480	0			0			0	1480	1480	0			0					0						ASTARR	Stephen Miller	Stephen Miller	415-567-9000	Marina	NCD	Mixed Use	NCD-UNION	2	2 - Marina		(37.7967262268, -122.436088562)
Resident	0918002E	2328 NORTH POINT ST	Yes	BP ISSUED	11/07/2016 02:40:00 PM	1	-1								"ADD 13'-2""X 25'X 1-STORY @ REAR. ADD 1-STORY ON TOP. ALTER SHAPE OF WESTERN LIGHTWELL @ GROUND & ENLARGE EASTERN LIGHTWELL. ROOF DECK OVER 15' FRONT SETBACK OVER 3RD STORY. ROOF DECK ON TOP OF (N) STORY. INTERNAL RECONFIGURATION."	0	0	0			0			0			0			0				0	0						BBENDIX				Marina	RH-3	Residential	RH-3	2	2 - Marina		(37.8027687073, -122.4457015991)
Resident	3641002	2722 FOLSOM ST	No	BP FILED	03/10/2016 12:00:00 AM	2	-1						2016-002914PRJ	Dwelling unit merger to change unit count from three (3) to two (2).	DWELLING UNIT REMOVAL - MERGER OF TWO OF THE THREE UNITS TO CREATE A 2 UNIT BUILDING. REMOVE ONE OF THE EXISTING LEGAL KITCHEN ON GROUND FLOOR	0	0	0			0			0			0			0				0	0						KDURANDE	TomCan Construction		4158244869	Mission	RH-2	Residential	RH-2	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7536430359, -122.4145431519)
Resident	3766012	400 BEALE ST	Yes	PL Approved	04/13/2017 12:00:00 AM	1	-1						2016-005411PRJ	Dwelling unit Merger Application to permit the merger of two (2) condo units.		0	0	0			0			0			0			0				0	0						EJARDINE	Brandon Muller		9494560297	South of Market	RH DTR	Residential	RH DTR	6	9 - South of Market	Rincon Hill Streetscape Plan; Rincon Hill	(37.7869033813, -122.3909225464)
Resident	1224007	461 ASHBURY ST	No	BP FILED	04/28/2016 12:00:00 AM	2	-1						2016-005870PRJ	REMOVAL OF PARTITION TO CHANGE 3 UNIT TO 2 UNIT. COMPLY WITH NOTICE OF VIOLATION #201695501	REMOVAL OF PARTITION TO CHANGE 3 UNIT TO 2 UNIT. COMPLY WITH NOTICE OF VIOLATION #201695501	0	0	0			0			0			0			0				0	0						FARRENSW	BOUREILLE MAX L JENKINS CAROL BOURE	BOUREILLE MAX L JENKINS CAROL		Haight Ashbury	RH-3	Residential	RH-3	5	6 - Buena Vista	Haight Ashbury Public Realm Plan	(37.771030426, -122.4474487305)
Resident	0865009	53 - 57 POTOMAC ST	Yes	CONSTRUCTION	06/21/2017 12:00:00 AM	4	-1						2016-004985PRJ	Proposal is to restore entry to building so there are (3) separate entrances to each of (3) flats. Combine apartments on 3rd floor into a flat. Replace windows on top floor in back of building. Replace exterior railing.	RESTORE BUILDING ENTRY SO THERE ARE 3 SEPARATE ENTRANCES TO 3 FLATS, REPLACE WINDOWS IN BACK (WEST) OF BUILDING ON 3RD (TOP) FLOOR, REPLACE RAILING ON FRONT ENTRY STAIRS.	0	0	0			0			0			0			0				0	0						WFARRENS	FRANCES SCHREIBERG TRUST TRUST	FRANCES SCHREIBERG TRUST		Western Addition	RH-2	Residential	RH-2	8	6 - Buena Vista	Market and Octavia; Market Octavia Living Alleys; Lower Haight Public Realm Plan	(37.7699813843, -122.4327850342)
Resident	1561014	571 18TH AVE	No	PL FILED	04/12/2016 12:00:00 AM	2	-1						2016-004768PRJ	Dwelling Unit Merger application to reduce a unit size more than 25%.   Proposal is to have unit 573 18th move the 1st floor and reduce from 1675 sq ft to 820sqft.	INFILL (E) LIGHTWELL @ SOUTH OF PROPERTY ON 2ND & 3RD FLR. REARRANGE INTERIOR LAYOUT FOR 571 18TH AVE ON 1ST & 2ND FLR. REARRANGE INTERIOR LAYOUT FOR 573 18TH AVE ON 3RD FLR.	0	0	0			0			0			0			0				0	0						WFARRENS	Ice Design Inc.		6507416968	Inner Richmond	RH-2	Residential	RH-2	1	1 - Richmond		(37.777179718, -122.4773330688)
CIE	6439019	59 WINDING WY	Yes	CONSTRUCTION	09/02/2014 12:00:00 AM	0	-1								REVISION TO APPL #2014.0428.4332: CHANGE FROM CURRENT USE RESIDENTIAL HOME TO RESIDENTIAL CARE FACILITY FOR ELDERLY OF SIX PEOPLE OR LESS (R-3 TO R3.1). CHANGE PROPOSED OFFICE, STUDY ROOM TO BEDROOMS ON GROUND FLOOR PER PLAN.	1638	1638	0	1638	1638	0			0			0			0					0						IOMOKARO				Crocker Amazon	RH-1(D)	Residential	RH-1(D)	11	12 - South Central		(37.7104454041, -122.4324111938)
Resident	4941022	6227 03RD ST	No	BP FILED	04/26/2013 12:00:00 AM	1	-1						2016-010626PRJ	REMOVE THE KITCHEN. REMOVE THE BATHROOM. COMPLY WITH NOV # 201383512 = CONVERT ILLEGAL UNIT INTO STORAGE SPACE.	REMOVE THE KITCHEN.  REMOVE THE BATHROOM.  COMPLY WITH NOV # 201383512 = CONVERT ILLEGAL UNIT INTO STORAGE SPACE.	0	0																	0							JIONIN	Riaz Choudhery	CHOUDHERY RIAZ M & ZARIRA	4157242037	Bayview	NC-3	Mixed Use	NC-3	10	10 - South Bayshore	Bayview Hunters Point	(37.7218856812, -122.3954849243)
CIE	5744001	650 ANDOVER ST	Yes	PL Approved	06/12/2017 12:00:00 AM	0	-1						2015-015866PRJ	Conversion of one dwelling unit to a Community Facility.		1500	1500	0	1500	1500	0			0			0			0				0	0						EWATTY	Quickdraw Permit Consulting		4155521888	Bernal Heights	RH-2	Residential	RH-2	9	11 - Bernal Heights		(37.7355003357, -122.4170455933)
Vacant	5354048	9 APOLLO ST	No	PL Filed	08/31/2017 12:00:00 AM		-1		0				2017-011214PRJ	Conditional Use Authorization to permit the removal of a dwelling unit in an existing 2-unit home.		0	0			0			0			0			0			0		0			0							4158103703	Bayview	RH-1	Residential	RH-1	10	10 - South Bayshore	Bayview Hunters Point	(37.732421875, -122.3969497681)
Resident	1220020	114 LYON ST	No	BP FILED	03/14/2016 12:00:00 AM	2	-2						2016-003836PRJ	NO WORK. WE ARE APPLYING FOR A MERGER TO LEGALIZE THE USE THAT HAS BEEN IN PLACE FOR APPROX 20 YEARS.	NO WORK. WE ARE APPLYING FOR A MERGER TO LEGALIZE THE USE THAT HAS BEEN IN PLACE FOR APPROX 20 YEARS.	0	0	0			0			0			0			0				0	0						LAJELLO	LEVY LESTER J & TILBURY MARY C LEVY	LEVY LESTER J & TILBURY MARY C		Haight Ashbury	RH-3	Residential	RH-3	5	6 - Buena Vista		(37.7721366882, -122.442024231)
Mixres	3732123	219 06TH ST	No	PL FILED	02/07/2017 12:00:00 AM	0	-2						2017-001590PRJ	Conditional Use Authorization to permit a change of use from a 2-unit dwelling with 19 guestrooms to a building with 30 SRO guest rooms.	COMPLY WITH NOV 201409192. CONVERT 2 RESIDIENTIAL DWELLING UNITS AND A 19 GUEST ROOM RESIDENTIAL HOTEL TO A 30 GUEST ROOMS RESIDENTIAL HOTEL. N/A FOR MAHER	0	0			0			0			0			0			0		0			0				RSUCRE	Occidental Express		4156217533	South of Market	NCT	Mixed Use	NCT-SOMA	6	9 - South of Market	East SoMa (EN); Central SoMa	(37.7796287537, -122.4066390991)
